schriftlich. - Ich habe für diesen Bericht gestimmt, weil ich für soziale Verantwortung im Unternehmen bin - gegenüber Mitarbeitern, Kunden, Umwelt und Gesellschaft.	I voted in favour of this report as I believe that businesses have a social responsibility - towards their employees and customers, the environment and society at large.
Neudeutsch: Corporate Social Responsibility (CSR).	A new term has been added to the German dictionary: Corporate Social Responsibility (CSR).
Ein freiwilliges Engagement - und so soll es auch bleiben.	This is - and should remain - a voluntary matter.
In unseren globalisierten Märkten verbirgt sich dahinter längst mehr als die Spende an den örtlichen Fußballverein.	In our globalised markets, CSR entails much more than making a donation to the local football club.
Unternehmen, die weltweit verantwortlich handeln, gestalten Außen- und Entwicklungspolitik.	Businesses that operate in a globally responsible way help shape foreign policy and development policy.
Sie sind Botschafter Europas in der Welt, sie machen die europäischen Sozialstandards weltweit sichtbar.	They are Europe's ambassadors to the world, flying the flag for Europe's social standards worldwide.
Wir müssen CSR fördern, nicht regulieren.	We should support CSR, not regulate it.
Europa ist in der Rolle des Moderators, nicht des Regulators.	In this case, Europe's role should be that of a moderator, not a regulator.
Das muss gelten, wenn die Europäische Kommission ernst macht und sich dem Thema CSR aufs Neue widmen will: Keine Überregulierung!	This principle must be applied if the European Commission is to get serious and take up the topic of CSR once again: we do not need excessive regulation.
Mit diesem Bericht haben wir diesen Standpunkt unterstrichen.	We have underlined this position with this report.
