schriftlich. - Dass man Entwicklungsländer, wie das von Flutkatastrophen immer wieder schwer getroffene Pakistan, unterstützen muss, steht außer Streit.	in writing. - Nobody is disputing that developing countries - such as Pakistan, which has been repeatedly devastated by floods - must be supported.
Trotzdem muss die EU darauf achten, dass in den Partnerländern der Handelsabkommen auch gewisse Auflagen erfüllt werden, gerade wenn man Zollbefreiungen einführen will.	Nonetheless, the EU must ensure that its partner countries in such trade agreements also meet certain requirements, particularly if duties are to be suspended.
Denn es kann nicht sein, dass man mit solchen Zollbefreiungen unsere heimische Textilindustrie schädigt, und die EU sich nicht im Geringsten darum sorgt, ob diese Produkte mittels Kinderarbeit produziert wurden, oder ob die eingenommenen Gelder direkt in die Terrorunterstützung fließen.	We cannot allow such suspension of duties to damage our domestic textiles industry - with the EU having not the slightest concern over whether these products are produced using child labour or whether the funds received go directly towards supporting terrorism.
Weitgehende Zollbefreiungen muss man daher zwingend an die Einhaltung der Menschenrechte koppeln.	Wide-ranging duty exemptions must therefore be linked to an absolute obligation to respect human rights.
Ich denke etwa an christliche Minderheiten und Frauenrechte.	I am thinking, for example, of Christian minorities and women's rights.
Besonders gravierend ist das dortige Blasphemiegesetz: Wer Mohammed beleidigt wird zum Tode verurteilt.	The blasphemy law in that country is particularly worrying: anyone who insults Mohammed is sentenced to death.
Fundamentalismus breitet sich in Pakistan quer durch alle gesellschaftlichen Schichten aus, verschärft durch den Tod Bin Ladens. Auch unter den Studenten der renommierten "International Islamic University".	Fundamentalism is widespread in Pakistan across all levels of society - all the more so since the death of Osama Bin Laden - including among the students at the famous International Islamic University.
Das Argument, mit den Handelsvorteilen Wohlstand zu fördern und Radikalismus zu bekämpfen, zieht daher nicht.	The argument that the trade preferences promote prosperity and combat radicalism therefore does not hold water.
Die EU darf nicht einfach Handelsvorteile einräumen und dabei wichtige grundrechtliche Fragen ausblenden.	The EU must not simply grant trade preferences where this ignores important matters of basic law.
Ich habe daher gegen den Bericht gestimmt.	I therefore voted against the report.
