schriftlich. - Die EU ist nicht in der Lage die benötigten Futtermittel selbst bereit zu stellen und macht sich von Drittländern abhängig.	The EU is not in a position to produce the feeds it requires itself and is making itself dependent on third countries.
Nur 30 % der zur Tierfütterung benötigten, eiweißreichen Pflanzen werden in der EU produziert.	Only 30% of the protein-rich crops required for animal feeds are produced in the EU.
Die Auswirkungen der Abhängigkeit bekommen unsere Landwirte zu spüren, einerseits durch enorme Preisschwankungen und andererseits durch mangelnde Nachvollziehbarkeit bei den importierten Produkten.	The effects of this dependence are becoming clear to our farmers, firstly, in enormous price volatility, and secondly, in the lack of traceability among imported products.
Ich begrüße die Forderungen, dass der Anbau von Eiweißpflanzen in der EU-Landwirtschaft wieder verstärkt gefördert wird.	I welcome the call for a return to increased promotion of the cultivation of protein crops in EU agriculture.
Europa muss in der Futtermittelbeschaffung einen konsequenten und selbständigen Weg einschlagen.	Europe must embark on a consistent, independent path when it comes to the provision of animal feeds.
In der gesamten Futtermittelthematik fordere ich aber mehr Ehrlichkeit und Sachlichkeit - beim Umgang mit GVO und beim Verbot der Verwendung von tierischem Eiweiß braucht es neue wissenschaftliche Beurteilungen.	However, I would like to see greater honesty and objectivity on the entire subject of feeds; we need new scientific assessments as regards genetically modified organisms and the ban on the use of animal protein.
Die Landwirtschaft darf nicht dem Populismus ausgeliefert sein, denn in diesem Arbeitsfeld wird täglich mit großem Einsatz und höchster Verantwortung für die Lebensmittelversorgung der EU gesorgt.	Agriculture must not fall victim to populism, because it carries out the great work and bears the great responsibility of providing the EU with food.
Den Landwirten müssen wir die besten Rahmenbedingungen schaffen.	We must create better framework conditions for farmers.
Für mehr Nachvollziehbarkeit benötigt es ein verbessertes Kennzeichnungssystem.	Better traceability requires an improved labelling system.
Klar ist für mich, dass jeder Mitgliedsstaat selbst entscheiden soll, ob er Gentechnik im Anbau haben will - die österreichischen Landwirte wollen keine Gentechnik auf ihren Feldern.	It is clear to me that each Member State must decide for itself whether it wishes to grow genetically modified crops; Austrian farmers do not want genetically modified crops in their fields.
Langfristig kann man die Abhängigkeit nur begrenzen, wenn in der Agrarpolitik der Fokus verstärkt auf regionale Wirtschaftskreisläufe mit einer nachhaltigen Produktion, kurzen Transportwegen und hoher Eigenvermarktung gelegt wird.	In the long term, we can only limit our dependence if agricultural policy focuses more on regional business cycles with sustainable production, short transport paths and a high proportion of self-marketing.
