Herr Präsident!	.
Anfang Oktober starb der 28jährige Mönch Ngawang Jangchub in seiner Zelle im Kloster Drepung.	Mr President, it was at the beginning of October that the 28-year old monk Ngawang Jangchub died in his cell in the Drepung monastery.
Sein Tod ist die Folge einer Vernehmung durch die Kader der Kampagne der so genannten „patriotischen Erziehung“.	His death resulted from his interrogation by cadres of the campaign for so-called ‘patriotic education’.
Regimekritiker sollen durch drastische physische und psychische Umerziehungsmaßnahmen auf Linie gebracht werden.	The object of this is that critics of the regime should be brought back into line by means of drastic physical and mental re-education measures.
Seit 1996 mussten mehr als 10 000 Mönche und Nonnen in Tibet eine Gehirnwäsche über sich ergehen lassen – ein eklatanter Verstoß gegen Meinungs- und Religionsfreiheit.	Over 10 000 monks and nuns in Tibet have been obliged to undergo brainwashing since 1996, something that constitutes a flagrant breach of freedom of opinion and religion.
Drohungen, Verhaftungen, Folterungen sollen Klosterbewohner dazu bringen, dass sie den Dalai Lama schriftlich als Staatsfeind und Separatisten verurteilen.	The intention is that threats, periods of detention, and torture should induce the inhabitants of monasteries to denounce the Dalai Lama, in writing as an enemy of the state and a separatist.
Am 23. November besetzten chinesische Sicherheitskräfte das Kloster Drepung in der Nähe der Hauptstadt Lhasa.	Mrs Lynn has already described how, on 23 November, Chinese security forces occupied the Drepung monastery near the capital, Lhasa.
Liz Lynn hat gerade darauf hingewiesen. Sie nahmen fünf ranghohe Geistliche fest.	When they arrested five senior monastics, 400 monks mounted a peaceful demonstration for their release.
Daraufhin demonstrierten 400 Mönche friedlich für deren Freilassung. Die Antwort von Polizei und Spezialeinheiten kam prompt.	The police and special units responded promptly to this by sealing the monastery off from the outside world for days on end.
Tagelang wurde das Kloster hermetisch von der Umwelt abgeschottet.	Are human rights resolutions adopted by this House a matter of indifference to the Chinese?
Sind den Chinesen die Menschenrechtsentschließungen des Europäischen Parlaments einerlei?	It is evidently not enough for them that the Commission, Commissioner Verheugen, and the Council should intervene.
Die Intervention der Kommission, Herr Verheugen, und des Rates reichen offensichtlich nicht aus.	Or are they no more than footnotes to the loudly-heralded dialogue between the EU and China?
Oder sind sie etwa nur Fußnoten im groß angekündigten Dialog zwischen der EU und China? Ich erinnere im Namen der EVP-ED-Fraktion an unsere Debatte vom Oktober mit der dringenden Forderung, die lebensbedrohlichen Haftbedingungen für den hoch angesehenen Lama Tensin Delek Rinpoche zu verbessern, um ihm einen fairen Gerichtsprozess zu ermöglichen.	Speaking on behalf of the Group of the European People’s Party (Christian Democrats) and European Democrats, let me remind the House of our debate in October, on which occasion we demanded, as a matter of urgency, an improvement in the conditions under which the highly regarded Lama Tensin Delek Rinpoche were being held, which were putting his life at risk, in order to make it possible for him to receive a fair trial.
Soeben hat Manfred Nowak, der Sonderberichterstatter der Vereinten Nationen über Folter, die Ergebnisse seiner Inspektion von chinesischen Gefängnissen, Arbeitslagern und Polizeistationen präsentiert.	The United Nations Special Rapporteur on Torture, Manfred Nowak, has just published the results of his inspection of Chinese prisons, labour camps and police stations.
Er bestätigt die Folterungen. Er bestätigt die Misshandlungen von Gefangenen und Verdächtigen.	He confirms that torture is taking place, and that prisoners and persons regarded as suspect are being mistreated.
Das chinesische System der Umerziehung durch Arbeit bewirkt, dass Personen ohne Gerichtsurteil bis zu drei Jahre in ein Lager eingewiesen werden können.	The effect of the Chinese system of re-education through work is that people can be sent, without a court having passed sentence upon them, to a camp for up to three years.
Das ist ein klarer Verstoß gegen die persönliche Integrität und die Würde jedes Menschen!	That is a manifest offence against their personal integrity and against the dignity of every human being.
