Frau Präsidentin! Das Europäische Parlament hat sich diese Woche mehrmals mit Russland befasst, im Unterausschuss für Menschenrechte mit Kommissar Piebalgs bei einer gemeinsamen Sitzung der Delegation für die Beziehungen zu Russland, Belarus und der Ukraine und jetzt hier im Plenum, weil die Probleme immer größer werden.	Madam President, this week, the European Parliament has dealt with Russia on several occasions, in the sub-committee on human rights with Commissioner Piebalgs, at a joint meeting of the Delegation for relations with Russia, Belarus and Ukraine, and now here in plenary, because the problems are becoming more and more acute.
Die massiven Menschenrechtsverletzungen in Moskau und St. Petersburg, wo friedliche Demonstrationen gegen die autoritäre Ausrichtung des Systems durch gewaltsames Eingreifen der Polizei niedergeschlagen und unbeteiligte Passanten und westliche Journalisten angegriffen wurden, haben wir mit Entsetzen wahrgenommen.	We have observed the massive human rights violations in Moscow and St. Petersburg with dismay, where peaceful demonstrations against the authoritarian bias of the system were suppressed by violent intervention by the police, with attacks made against passers-by who were not involved and western journalists.
Die Einschüchterung und Unterdrückung der Meinungs-, Versammlungs- und Pressefreiheit in Russland hat inzwischen System.	The intimidation and suppression of the freedom of speech, the freedom of assembly and the freedom of the press in Russia has become systematic.
Die Art der Desinformation und der Lüge ist aus dem Tschetschenienkrieg bekannt.	We are familiar with this type of disinformation and lies from the war in Chechnya.
Viele Medien stehen unter Regierungskontrolle oder betreiben Selbstzensur.	Many media are under government control or operate self-censorship.
Unabhängige Journalisten wie Anna Politkowskaja wurden ermordet.	Independent journalists such as Anna Politkovskaya were murdered.
Russland steht mit 13 Morden an Journalisten allein während der Amtszeit Putins an dritter Stelle nach Irak und Algerien - eine erschreckende Bilanz!	With 13 journalist murders during Putin's time in office alone, Russia occupies third place after Iraq and Algeria - an alarming result.
Die politische Opposition findet kein Sprachrohr.	The political opposition cannot find any mouthpiece.
Pressefreiheit und Meinungsfreiheit sind massiv bedroht.	The freedom of the press and freedom of speech are under immense threat.
Potenzielle politische Gegner Putins wie Chodorkowski und Lebedjew sitzen ohne fairen Prozess im Gefängnis, Garri Kasparow wurde wiederholt festgenommen.	Potential political opponents of Putin, such as Chodorkovsky and Lebedev are sitting in prison without a fair trial and Gary Kasparov was arrested repeatedly.
Nichtregierungsorganisationen werden durch Gesetze gegängelt, die die Rechte der Zivilgesellschaft beschneiden.	Non-governmental organisations are harassed by means of laws which curtail the rights of civil society.
Die russische Führung nutzt nicht nur ihre Gerichte, sondern inzwischen den gesamten Sicherheitsapparat, um politische Gegner einzuschüchtern.	The Russian leadership is not only using its courts but the entire security apparatus as well in the meantime in order to intimidate political opponents.
Die Kreml-Mächtigen schlagen zu.	The powers that be in the Kremlin are hitting out.
Damit sind auch die Schritte zu Rechtsstaatlichkeit und eine unabhängige Justiz in Gefahr.	As a result, progress towards the rule of law and an independent justice system are also under threat.
Es ist eine perfide Strategie, die Menschen, die eine echte Demokratie im Land fordern, als Extremisten abzustempeln, um ihnen damit ihre Glaubwürdigkeit zu nehmen.	It is a perfidious strategy to brand people who are calling for genuine democracy in the country as extremists so as to take away their credibility.
Putin ist kein lupenreiner Demokrat!	Putin is not a flawless democrat.
Er kommt aus dem KGB, und seine Herkunft prägt auch seine Handschrift.	He comes from the KGB and his origins leave their mark.
Russland ist Mitglied des Europarats, der OSZE und der Vereinten Nationen, verletzt aber elementare Grund- und Menschenrechte.	Russia is a member of the Council of Europe, the OSCE and the United Nations, yet it violates basic fundamental and human rights.
Die EU verhandelt ein neues Partnerschaftsabkommen.	The EU is negotiating a new partnership agreement.
Dieses Abkommen muss einen Menschenrechtsteil enthalten, der auch Bestandteil aller Verträge ist.	This agreement must contain a section on human rights which is also a constituent part of all agreements and treaties.
Wir solidarisieren uns mit unseren Freunden in Russland, die sich für eine friedliche und demokratische Zukunft einsetzen.	We are showing our solidarity with our friends in Russia who are fighting for a peaceful and democratic future.
