Herr Präsident!	.
Ich bitte um Vergebung für unsere Verspätung.	Mr President, I crave your forgiveness for our late arrival.
Wir hatten gleich mit zwei Verkehrsunfällen zu kämpfen, einem auf dem Weg zum Flughafen in Wien und einem auf dem Weg von Entzheim hierher zu Ihnen.	We have just had two traffic accidents to contend with, one on the road to the airport in Vienna and one on the road from Entzheim.
Ich danke für die Gelegenheit, Ihnen über unser informelles Außenminister-Treffen, das Gymnich-Format-Treffen, das wir an diesem Wochenende in Salzburg abgehalten haben, berichten zu dürfen.	Thank you for the opportunity to inform you about our informal, Gymnich-format, meeting of foreign ministers, which took place this weekend in Salzburg.
Dabei ging es im Wesentlichen um zwei Themenbereiche, und zwar zuerst um die aktuellen außenpolitischen Herausforderungen, vor denen wir stehen, insbesondere die Thematik der Entwicklungen im Mittleren und Nahen Osten und die Vorschau auf die bevorstehenden Wahlgänge in Belarus und in der Ukraine.	This was primarily concerned with two subject areas, the first of which was the challenges to foreign policy currently facing us, notably the developments in the Middle East and the imminent elections in Belarus and Ukraine.
Der zweite Tag war dann dem Thema Balkan gewidmet, der Agenda von Thessaloniki sowie ihrer Umsetzung und ihrer Zukunft.	The second day was devoted to the Balkans, the Thessaloniki agenda, its implementation and its future.
Wenn Sie gestatten, möchte ich zunächst auf die Thematik Naher Osten eingehen und dann auf das Thema Balkan.	If you will permit me, I would like to discuss the Middle East first and then move on to the Balkans.
Zum Nahen Osten: Wir befinden uns nach den Wahlen zum Palästinensischen Legislativrat und vor den Wahlen in Israel in einer Übergangsphase. Und in dieser Übergangsphase richten wir eine sehr klare und konsistente Botschaft an die zukünftige palästinensische Regierung.	To the Middle East, then: this region is, following the elections to the Palestinian Legislative Council and in the run-up to the elections in Israel, in a transitional stage, one in which we have a very clear and consistent message to send to the future Palestinian Government, for we need to make clear what are our own fundamental principles, on the basis of which we are prepared for further cooperation.
Denn es geht darum, unsere eigenen Grundsätze und unsere Prinzipien klarzumachen, auf deren Grundlage wir zu einer weiteren Zusammenarbeit bereit sind.	The fundamentals are perfectly clear and consist of three elements.
Diese Prinzipien sind sehr klar. Sie bestehen aus drei Teilen: einer Aufforderung zum Gewaltverzicht, einer Aufforderung, den Verhandlungsweg zu befürworten, d. h. Anerkennung der bestehenden Vereinbarungen, sowie der Anerkennung des Existenzrechts Israels.	We are calling upon them to abandon violence, to agree to negotiations – which means recognising the existing agreements – and to acknowledge Israel’s right to existence.
Auf dieser klaren und konsistenten Grundlage entwickeln wir unsere Politik. Auf dieser Basis haben wir auch einen Aufruf an unsere Partner im Nahen Osten gerichtet.	It is on this clear and consistent basis that our policy is developed, and on which we have launched an appeal to our partners in the Middle East.
Es wird notwendig sein, dass die Hamas jetzt insbesondere diese Wegkreuzung wahrnimmt und Entscheidungen über den künftigen Weg trifft.	Hamas, in particular, will have to become aware of the fork in the road and come to a decision as to which path it wants to take in future.
Sie muss klarstellen, welchen Kurs sie einschlagen wird. Von unserer Seite sind die Bedingungen klargemacht, und an diesen Bedingungen hat sich auch nichts geändert.	It must make clear which route it is going to take; we have spelled out what the conditions are, and in no respect has there been any change in them.
Wir unterstützen weiterhin die palästinensische Bevölkerung, wir haben auch in Gymnich darüber beraten, wie eine finanzielle Unterstützung in Zukunft aussehen kann.	We shall continue to support the Palestinian people, and also took the opportunity at ‘Gymnich’ to discuss what shape financial support might take in future.
Es ist klar: Eine derartige Unterstützung muss dem palästinensischen Volk zugute kommen, sie darf nicht für Terror und nicht für Gewalt verwendet werden.	What is clear is that any such support must benefit the Palestinian people rather than being used for terrorism or for violence.
Wir verfolgen daher mit großer Aufmerksamkeit die Entwicklungen sowie die Arbeit an der Zusammensetzung und am Programm der zukünftigen palästinensischen Regierung.	We are, then, with a great deal of attention, following developments, the efforts being made to put together a new Palestinian Government, and its future programme.
Gestern war Präsident Mahmud Abbas mit seiner Delegation in Wien. Wir hatten die Gelegenheit, diese Thematik auch mit ihm zu erörtern.	Yesterday, President Mahmud Abbas and his delegation visited Vienna, where we had the chance to raise these issues with him.
Wir unterstützen ihn und die Interimsregierung in dieser schwierigen Phase, und wenn ich dann später noch Gelegenheit habe, näher auf die aktuellen Ereignisse einzugehen, werde ich das sehr gerne tun.	He and the interim government have our support in this difficult period, and I shall be happy to discuss events in closer detail if I get the opportunity to do so later on.
Zum Balkan: Dieses Thema war und ist dem österreichischen Vorsitz, wie Sie wissen, ein besonderes Anliegen. Ich sehe daher das Gymnich-Treffen und die Beschäftigung mit diesem Thema als ein Signal der Ermutigung, sogar als ein doppeltes Signal der Ermutigung, das an die Bevölkerung der Westbalkanstaaten gerichtet ist: Der für sie oft beschwerliche Weg nach Europa zur Erfüllung der europäischen Standards lohnt sich.	Turning to the Balkans, this issue was and is an important one for the Austrian Presidency, and I therefore regard the Gymnich meeting and its engagement with it as a message of encouragement, even in a dual sense of the term, addressed to the people of the states of the Western Balkans.
Es ist ein Weg, den wir mit wohlwollender Unterstützung begleiten.	The road they have to travel towards Europe and towards meeting European standards may well be a difficult one, but the journey is worth it, and on that road they have our good wishes and support.
Es ist aber auch ein Signal der Ermutigung an unsere eigenen Bevölkerungen, dass es sehr wohl möglich ist, Lösungen für schwierige, ja für schwierigste Fragen zu erzielen.	It is also a sign to our own peoples, encouraging them in the belief that it is indeed possible to find solutions to difficult problems – even to the most difficult ones.
Es ist für mich daher ein Signal der Hoffnung und der Zuversicht gewesen, dass es uns gelungen ist, mit der Salzburger Erklärung eine Bekräftigung der europäischen Perspektive der Staaten des Balkans zu geben und sichtbar zu machen.	I therefore see it as a sign of hope and confidence that we succeeded, in the Salzburg Declaration, in underlining and making visible the prospects that the Balkan states have of acceding to the European Union.
