Herr Präsident!	.
Zum Thema Balkan: Ich glaube, es war der richtige Zeitpunkt, und ich fühle mich bestärkt in der Entscheidung, den Balkan zu einem Schwerpunkt der österreichischen Ratspräsidentschaft zu machen.	Mr President, returning to the subject of the Balkans, I do believe that the time was ripe, and I feel even more justified in my decision to make the Balkans a priority for the Austrian Presidency of the Council.
Es war der richtige Zeitpunkt für eine Erweiterungsdebatte. Wir haben sie in Salzburg gut geführt.	The time was ripe for a debate on enlargement, and the one we had in Salzburg went well.
Das war aus meiner Sicht ein Fortschritt, denn das Schlimmste ist zu schweigen und die anstehenden Themen nicht anzusprechen, sie der Bevölkerung nicht nahe zu bringen, nicht zu erklären, worum es geht, was man tut und warum man es tut.	I see that as progress, for the worst course of action is to keep silent and fail to address the issues that need to be addressed, to fail to make the public aware of them, or to explain to them what is at stake, what is being done and why.
Ich begrüße daher die Debatte, die wir miteinander hatten, auch die Debatte über die Frustrationen, die es auf Seiten der Westbalkanstaaten gibt.	And so I am glad we had this debate, not least also that we gave attention to the frustrations felt by the states of the Western Balkans.
Ich weise zurück, dass es sich bei der Salzburger Erklärung um einen Formelkompromiss oder gar einen Rückschritt handelt, und ich bitte Sie, doch den Wortlaut genau zu studieren.	I reject the idea that the Salzburg statement was a superficial compromise or even a retrograde move, and I would ask you to examine the wording carefully.
Ich möchte darauf verweisen, dass wir in Absatz 3 ausdrücklich von EU-Mitgliedschaft als Fernziel, als „sprechen. Es geht also darum, und es ist uns in unseren Diskussionen darum gegangen, die Beitrittsperspektive insbesondere für die Bevölkerung der Westbalkanstaaten glaubwürdiger und greifbarer zu machen.	Let me remind you that, in paragraph 3, we explicitly speak of EU membership as a long-term objective, as the ‘ultimate goal in conformity with the Thessaloniki Declaration’, and so what matters, and was our concern in our discussions, is that the prospect of accession be made more credible and tangible, not least for the people of the Western Balkans.
Daher die Themen, die wir diskutiert haben, daher auch die Art und Weise, wie wir darüber in einem sehr konstruktiven Geist gesprochen haben.	That explains why we discussed the topics we did, and why we discussed them in a very constructive spirit.
Zum Thema Kongo: Die zeitliche, räumliche und inhaltliche Klärung der Bedingungen ist in Arbeit. Wir tun das im Rat gemeinsam mit Javier Solana, auch in Kontakt mit den kongolesischen Stellen.	Moving on to the Congo, work is underway on clarifying the conditions in terms of time, scope and substance; this is being done at Council level, jointly with Mr Solana, and in liaison with the Congolese authorities.
Wir alle haben ein großes Interesse daran, hier so bald wie möglich Klarheit zu schaffen.	It is very much in the interests of all of us that this matter should be clarified.
Zum Thema Iran: Es herrscht jetzt die Zeit des diplomatischen Ringens in den Vereinten Nationen. Es geht in der Tat darum – das wurde von einem Redner angesprochen –, die Autorität der Internationalen Atomenergiebehörde zu stärken sowie die Umsetzung der vielen beschlossenen einschlägigen Entschließungen zu diesem Thema voranzutreiben.	Moving on to Iran, we are now in a period of diplomatic wrangling in the United Nations, and, as one speaker pointed out, what really does matter is that the authority of the International Atomic Energy Authority be reinforced and the implementation of the many resolutions adopted on this subject be proceeded with apace.
Lassen Sie mich abschließend kurz etwas zu den aktuellen Entwicklungen in Jericho, aber auch in Gaza sagen.	Let me close by saying something, briefly, about what is currently going on both in Jericho and in Gaza.
Wir sind als Präsidentschaft über die gestrigen Entwicklungen sehr besorgt.	What happened yesterday is a matter of grave concern to the presidency.
Wir haben die Notwendigkeit angemessener Maßnahmen, mit denen wieder Ruhe und Ordnung hergestellt wird, betont. Wir haben gesagt, dass das gewaltsame Vorgehen Israels in Jericho und die hierauf erfolgten Aktivitäten palästinensischer Extremisten dazu führen können, die ohnehin angespannte Situation im Nahen Osten weiter zu destabilisieren.	We have emphasised the need for appropriate action to restore peace and order; we have said that Israel’s use of force in Jericho and the activity by Palestinian extremists in response to it are both capable of further destabilising a situation in the Middle East that is already tense.
Wir haben Israel und die Palästinensische Behörde zur Zurückhaltung aufgerufen.	We have urged restraint on both Israel and the Palestinian Authority.
Beide Seiten sind jetzt aufgefordert, die Auswirkungen ihrer Handlungen sehr sorgfältig abzuwägen.	Both sides must now give very careful consideration to the consequences of their actions.
Wir haben die Geiselnahmen nachdrücklich verurteilt und – wie Staatssekretär Winkler Ihnen heute erklärt hat – die Palästinensische Behörde sofort aufgefordert, das Notwendige zu unternehmen, um die Sicherheit und den Schutz der europäischen Bürger und Gebäude jetzt und in Zukunft sicherzustellen.	We denounced in strong terms the taking of hostages and – as Mr Winkler told you today – immediately called on the Palestinian Authority to do whatever was necessary, both now and in the future, to ensure the safety and protection of European citizens and buildings.
Auch die Hilfe, die wir bereit sind zu geben – und zwar die humanitäre Hilfe –, kann sich nur in einem friedlichen Umfeld entfalten. Zu diesem friedlichen Umfeld müssen jetzt alle Seiten beitragen.	It has to be said that, while we are willing to give aid – aid of a humanitarian nature, that is – such aid can be effective only in a peaceful environment, and all parties must play their part in creating one.
