Verfasserin. - Frau Präsidentin! Die Bilder der Wut, der Gewalt und der Zerstörung in Bangkok sind uns deutlich im Bewusstsein.	Madam President, the images of the anger, violence and destruction in Bangkok are still fresh in our minds.
Und auch wenn die aufgeladene Situation in der thailändischen Hauptstadt heute etwas weniger sichtbar geworden ist, ist die Gefahr weiterer gewalttätiger Auseinandersetzungen noch lange nicht gebannt.	Although attention has now, to a certain extent, moved away from the highly charged situation in the Thai capital, the risk of further violent clashes is by no means over.
Die Gewalt, die in der Auseinandersetzung zwischen den sogenannten Rothemden und der Regierung, unterstützt von der Armee, stattgefunden hat, hat bereits mehr als 70 Todesopfer gefordert und annähernd 2 000 Menschen wurden verletzt.	The violent conflict between the so-called red shirts and the government, backed by the army, has already resulted in more than 70 people being killed and almost 2 000 injured.
Die Regierung hat angekündigt, diese Todesfälle zu untersuchen, und dazu müssen auch die Todesfälle der letzten Tage zählen.	The government has announced that it will investigate these deaths and those which occurred in the last few days must also be included in this investigation.
Um eine tragfähige politische Lösung für diese immer wieder aufkeimenden Proteste und Kämpfe zu finden, muss zwingend über die zugrunde liegenden Ursachen nachgedacht werden.	It is important to consider the fundamental causes of these recurring protests and clashes in order to find a viable political solution.
Ein Teil der thailändischen Bevölkerung ist extrem benachteiligt und sozial ausgegrenzt.	Part of the Thai population is severely disadvantaged and socially excluded.
Sie kritisieren die ungleiche Behandlung und die fehlenden Rechte.	These people are very critical of their unfair treatment and lack of rights.
Sie wehren sich gegen ihren vergleichsweise niedrigen Lebensstandard.	They are fighting against their comparatively low standard of living.
Hierzu kommt die unübersehbare und weitverbreitete Korruption innerhalb der politischen Führung, aber auch bei denen, die Verantwortung innerhalb der Zivilgesellschaft tragen.	Other factors include conspicuous and widespread corruption within the political leadership, but also among the people in positions of responsibility within civil society.
Diese strukturellen Probleme müssen benannt und gelöst werden, soll es zu einer nachhaltigen Lösung und nicht nur zu einem Ende der Gewalttätigkeiten kommen.	These structural problems must be exposed and resolved, if a lasting solution is to be found, rather than just bringing an end to hostilities.
Alle Konfliktparteien sind aufgefordert, sich konstruktiv und ernsthaft an einer Lösung der derzeitigen schweren Krise zu beteiligen.	We call on all the parties in the conflict to play a serious and constructive role in finding a solution to this major crisis.
Dabei dürfen sich beide Seiten ausschließlich friedlicher und demokratischer Mittel bedienen, und hierin brauchen sie die Unterstützung der EU.	However, both sides must use only peaceful and democratic means to bring this about and, for this, they need the support of the EU.
