Herr Präsident, Herr Kommissar, Herr Rechnungshofspräsident, liebe Kolleginnen und Kollegen! Ich möchte auch mit einem Dank an Herrn Caldeira und sein Team beginnen.	Mr President, Commissioner, Mr Caldeira, ladies and gentlemen, I would like to start by thanking Mr Caldeira and his team.
Die Ausführungen sind für uns sehr hilfreich in der Beratung, bis wir dann eventuell eine Entlastung erteilen werden.	His report will be very useful to us in our deliberations which lead up to the granting of a discharge.
Ich hatte auch ein kleines Déjà-vu-Erlebnis, denn soviel ich sehe, glänzt der Rat wieder einmal durch Abwesenheit, genauso wie im letzten Jahr.	I have a sense of déjà vu, because as far as I can tell, the Council is once again conspicuous by its absence, just as it was last year.
Ich betone das deshalb so kritisch, weil sich der Rat als eine unserer wichtigen Gemeinschaftsinstitutionen nicht außerhalb dieser Debatte stellen kann und auch nicht stellen sollte.	I am being so critical because the Council, as one of our major community institutions, cannot and should not stand outside this debate.
Wir erwarten zu Recht Kontrolle und Transparenz von allen Mitgliedstaaten, aber eben auch von den eigenen Institutionen, und der Rat ist auch mitverantwortlich für das, was in den Mitgliedstaaten passiert bzw. nicht passiert.	We rightly expect all the Member States to provide control and transparency, but we also expect this from our own institutions and the Council is jointly responsible for what happens or does not happen in the Member States.
Natürlich betreffen die Unregelmäßigkeiten, die in den Haushalten vorkommen, den Haushalt des Rates nicht so gravierend wie den Agrarsektor, aber dennoch werden auch wir beim Vergaberecht, beim Zahlungsverzug oder bei der Fälligkeit, bei wiederholten überhöhten Ansätzen Nachfragen haben.	Of course, the irregularities in the budgets do not affect the Council's budget as severely as they do the agricultural sector, but nevertheless, we will also have questions about public procurement, late payments or overdue payments and repeated overestimating.
All dies werden wir in den nächsten Wochen mit dem Rat besprechen.	We will be discussing this with the Council in the next few weeks.
Fehler sind nicht gleich Betrug, das ist richtig, und die Rückforderungen sind ein gutes Instrument.	It is true that errors are not the same as fraud and that the recovery of payments is a useful tool.
Ein weiteres gutes Instrument ist naming and shaming in der Agrarpolitik, das hat sich sogar in Bayern und in Deutschland gut bewährt.	Another good tool is the process of naming and shaming in the area of agricultural policy which has proved its worth in Bavaria and in the rest of Germany.
Ich glaube, das sollten wir auch weiterhin nutzen, und es hat sich gezeigt, dass die Mitgliedstaaten und die betroffenen Firmen auch darauf reagieren.	I believe that we should continue to use this method because it has become clear that the Member States and the companies involved react to it.
Wir erwarten eine Dialogbereitschaft mit der schwedischen Präsidentschaft noch in den nächsten Tagen und auch ...	We expect the Swedish Presidency to be ready to discuss this over the next few days and also...
(Der Präsident entzieht der Rednerin das Wort)	(The President cut off the speaker)
