Herr Präsident! Zunächst möchte ich der Kollegin Schroedter sehr herzlich für ihren Einsatz für Weißrußland und überhaupt für die Menschenrechte danken!	Mr President, first of all I should like to express my sincere thanks to Mrs Schroedter for her commitment to Belarus and to human rights in general.
Sie ist in einem kommunistischen Regime groß geworden und weiß ganz genau, wovon sie spricht, wenn sie Grundwerte und Grundfreiheiten erwähnt.	She grew up under a Communist regime and knows exactly what she is talking about when she refers to basic values and fundamental liberties.
Dafür möchte ich ihr sehr herzlich danken!	That is why I wish to express my very sincere thanks to her.
In Weißrußland haben wir heute unter der Führung von Präsident Lukaschenko ein Regime auf europäischem Boden, welches zum einen eine Marionette von Rußland ist und zum anderen zweifellos nicht über eine freiheitlich-demokratische Grundordnung oder irgendetwas in dieser Art verfügt.	In Belarus today we have a regime on European soil, led by President Lukashenko, which on the one hand is a Russian puppet and on the other hand is certainly not based on a free democratic order or anything of the sort.
Dort heißt die Parole: " Politik durch Dekrete des Präsidenten" .	Government policy in Belarus is laid down by presidential decree.
Und weil eben die Politiker dort nur mit Gewalt regieren, müssen wir eine klare Sprache sprechen.	And since the politicians there govern by force alone, we must not mince our words to them.
Nur das wird dort verstanden!	Straight talking is all they will understand!
Deshalb unterstütze ich auch die Forderungen in diesem Entschließungsantrag.	That is why I support the demands made in the motion before us.
Es ist einfach höchste Zeit, daß unsere Europäische Union einen klaren Katalog der Grundfreiheiten und Menschenrechte erstellt und die Konsequenzen für diejenigen Länder festlegt, mit denen wir zu tun haben und die dagegen verstoßen.	It is simply high time our European Union drew up a clear catalogue of fundamental freedoms and human rights, spelling out the consequences for any of our partner countries that violate them.
Dies muß unabhängig davon sein, ob diese Länder in Europa, in Afrika, in Asien oder sonstwo liegen.	The same conditions must apply to all countries we deal with, be they in Europe, Africa, Asia or anywhere else.
Nur so werden wir in Zukunft glaubhaft sein!	Our future credibility depends on it.
