schriftlich. - Glaubt man dem vorliegenden Bericht, dann ist alles in bester Ordnung und Rumänien und Bulgarien haben bewiesen, dass sie ausreichend vorbereitet sind, alle Schengen-Bestimmungen anzuwenden.	If you believe this report, everything is shipshape and Bristol fashion and Romania and Bulgaria have demonstrated that they are sufficiently prepared to implement all of the Schengen rules.
Kennt man allerdings den Europol Bericht OCTA 2011 zum Thema organisiertes Verbrechen, dann fragt man sich, ob der Ausschuss für bürgerliche Freiheiten blind und taub ist, und weshalb wir uns Europol überhaupt leisten, wenn wir seine Warnungen völlig ignorieren.	However, those of us who are familiar with the Europol report OCTA 2011 on the subject of organised crime will be asking ourselves whether the Committee on Civil Liberties, Justice and Home Affairs is deaf and blind, and why on earth we indulge ourselves in Europol at all if we simply ignore its warnings.
Europol berichtet über Rumänien und Bulgarien als Transitrouten für Drogen-Schmuggel, Waffenschiebereien und Menschenhandel.	Europol reports that Romania and Bulgaria are transit routes for drug smuggling, gun running and human trafficking.
Organisierte kriminelle Banden, zunehmend multiethnisch, agieren mit extremer Gewalt.	Organised criminal gangs, increasingly multi-ethnic, act with extreme violence.
Viele haben einen paramilitärischen Hintergrund.	Many have a paramilitary background.
Diese Gruppen, und ich zitiere wörtlich aus dem Europol-Bericht "wollen ihren Einfluss in der EU erweitern und sehen ihre Chance im Schengen-Beitritt Bulgariens und Rumäniens".	These groups, and I quote verbatim from the Europol report 'are seeking to expand their interests in the EU, and may exploit opportunities in the possible accession of Bulgaria and Romania to the Schengen Zone'.
Europol Direktor Rob Wainwright erklärt in einem Interview: "Der mögliche Schengen Beitritt Rumäniens und Bulgariens und die Visaliberalisierung für die Ukraine - all dies kann man als neue Chance für das organisierte Verbrechen betrachten."	Europol Director, Rob Wainwright, stated in an interview that 'The possible accession into Schengen of Bulgaria and Romania and visa liberalisation for Ukraine - one would see these as potential new opportunities for organised crime'.
Wir haben die Pflicht gegenüber unseren Bürgern, die Warnungen von Europol ernst zu nehmen.	We have a duty to our citizens to take Europol's warnings seriously.
Das Schengener Abkommen öffnet bereits jetzt dem organisierten Verbrechen und der illegalen Zuwanderung alle Türen nach Europa.	The Schengen Agreement is already opening all the doors to Europe to organised crime and illegal immigration.
Daher bedarf es erst einer dringenden Reparatur, bevor es ausgeweitet wird!	It therefore needs urgent repair before it is extended.
