. – Frau Präsidentin, lieber Herr Kommissar, liebe Kolleginnen und Kollegen! Mit der Vorlage dieses Richtlinienvorschlags zu Energieeffizienz und Energiedienstleistungen ist die Kommission einer dringenden Notwendigkeit nachgekommen.	. Madam President, Commissioner, ladies and gentlemen, that the Commission should present this proposal for a directive on energy efficiency and energy services was a matter of urgent necessity.
Schon mehrfach hatte das Parlament die Kommission aufgefordert, nach der Schaffung des Elektrizitäts- und Gasbinnenmarktes auch konkrete Maßnahmen für die Nachfrageseite vorzuschlagen, denn es ist nicht verantwortbar, unsere annähernd größte Energieressource so wenig zu nutzen, wie wir das heute tun.	This House had already, and repeatedly, called on the Commission to respond to the creation of the single internal market in electricity and gas by proposing concrete measures to deal with demand, the minimal use we at present make of what is almost our largest energy resource being indefensible.
Alle seriösen Studien sagen, dass das Energieeinsparpotenzial in der EU, das ohne wirtschaftliche Einbußen, ohne Einschränkung des Komforts zu nutzen ist, bei 20–30% liegt; das technische Potential liegt bei über 40%.	All reputable studies indicate that total energy end-use consumption in the European Union could be reduced by between 20% and 30% without harming the economy or reducing comfort; the technology available makes savings of over 40% possible.
Wir wissen von der zunehmenden Abhängigkeit von Importen, zum Teil aus Krisenregionen, und dass der derzeitige Energieverbrauch ein wesentlicher Grund für die Klimaproblematik ist. All dies zwingt uns dazu, eine wirkliche Politik für Energieeffizienz und Energieeinsparung zu starten.	Knowing as we do that we are increasingly dependent on imports, some of them from regions in crisis, and that our current use of energy is a significant factor in climate problems, we are obliged to get started with a real policy for energy efficiency and energy saving.
Das heißt dann eben auch – wie Herr Kommissar Piebalgs es sagte – eine Politik für Klimaschutz, eine Politik zur Erhöhung der Versorgungssicherheit und eine Politik, die in der Lissabon-Strategie liegt, nämlich für viele neue Arbeitsplätze.	As Commissioner Piebalgs said, that also means a policy that deals with climate change, a policy for improving security of supply, and a policy for something that is part of the Lisbon strategy, namely the creation of many new jobs.
Hunderttausende neuer Arbeitsplätze sind in diesem Bereich zu schaffen.	Hundreds and thousands of new jobs are to be created in this sector.
Deshalb wirklich Dank an die Kommission für die Vorlage dieser Richtlinie und Ihnen, Herr Kommissar Piebalgs, wirklich Dank und Anerkennung dafür, dass Sie diesem Bereich der Energieeffizienz einen ganz besonderen Stellenwert einräumen wollen, wie Sie das schon mehrfach erklärt haben, und in Kürze ja auch ein Grünbuch dazu vorlegen wollen.	So I really am grateful to the Commission for producing this directive, and to Commissioner Piebalgs; I really do appreciate, Commissioner, your desire – which you have expressed on many occasions – to attach such special importance to energy efficiency, and to present a Green Paper on the subject before long.
Die Kommission hat in diesem Richtlinienvorschlag – wie auch eben vom Kommissar ausgeführt – verbindliche Ziele vorgeschlagen. Ich freue mich, dass der Ausschuss meinem Vorschlag gefolgt ist, an dieser Verbindlichkeit festzuhalten und zudem zwar angemessene Erhöhungen der von der Kommission vorgeschlagenen Ziele vorzunehmen, aber den Mitgliedstaaten durch drei Zeiträume von je drei Jahren statt der jährlichen Festlegungen mehr Flexibilität zu geben.	In this proposal for a directive, the Commission has – as the Commissioner has just said – put forward binding targets, and I am glad that the Committee has done as I suggested and kept these targets binding; indeed, it has gone further in making appropriate increases to the targets proposed by the Commission, whilst allowing the Member States the greater flexibility of reporting on three periods of three years each rather than on an annual basis.
Herr Kommissar, Sie haben eben gesagt, dass die Kommission das -Modell etwas stärker einbringen will. Dann müssen wir uns aber noch einmal über die Ziele unterhalten: Je mehr , umso höher müssen die Ziele sein.	If, as the Commissioner has just said, the Commission wants to give rather greater emphasis to the top-down model, the targets will have to be the subject of renewed discussion, for the more the top-down approach is adopted, the higher the targets will have to be.
Wir haben im Ausschuss zunächst gesagt, dass wir beim -System bleiben wollen.	The initial line taken by the Committee is that we want to keep doing things from the bottom up.
Es wird keinem Mitgliedstaat Probleme bereiten, in jeweils drei Jahren durch konkrete Maßnahmen zwischen 3% und 4,5% an Energie einzusparen.	None of the Member States will find it difficult to make energy savings of between 3% and 4.5% by means of concrete measures over a period of three years.
Nochmals zur Klarstellung: Nicht der Gesamtenergieverbrauch ist zu senken, sondern durch konkrete Maßnahmen sind Einsparungen sicherzustellen. Das bedeutet dann auch: Wenn etwa wegen der wirtschaftlichen Entwicklung der Gesamtenergieverbrauch steigt, wäre er ohne diese Maßnahmen stärker gestiegen.	Let me state again, for the sake of clarity, that it is not the total energy consumption that is to be reduced; rather, the intention is that the concrete measures ensure that savings can be made, so that if, for example, total energy consumption increases in line with economic development, the increase would have been greater had these measures not been in place.
Erleichternd für einige Mitgliedstaaten kommt hinzu, dass früher getroffene Einsparmaßnahmen, die in ihrer Wirkung noch anhalten, anzurechnen sind.	Matters will also be made easier for some Member States by the calculation taking into account the continuing effects of saving measures taken earlier.
Zudem – und das ist auch wichtig – sind wir uns mit der Kommission auch darin einig, dass der öffentliche Dienst – wie wir das auch in anderen Richtlinien schon verankert haben – eine Vorbildfunktion übernehmen soll.	We also – and this too is important – agree with the Commission that the public services should lead by example – a role laid down for them already in other directives.
Ich bin zuversichtlich, dass das Parlament morgen mit der Abstimmung ein klares Signal an den Rat geben wird, das ihn auffordert, sich nicht in die Unverbindlichkeit zu flüchten.	I am confident that this House’s vote tomorrow will send a clear message to the Council, and will call on it not to take refuge in the ‘take it or leave it’ approach.
Ich bin auch zuversichtlich, dass wir das mit breiter Mehrheit tun können.	I am also confident that we can do this with a broad majority.
An dieser Stelle möchte ich mich wirklich sehr bei den Schattenberichterstattern, dem Kollegen Vidal-Quadras Roca, der Kollegin Hall, dem Kollegen Turmes, für die wirklich gute Zusammenarbeit, die wir hatten, bedanken. Ein wichtiges Ergebnis unserer Kooperation ist die Erarbeitung eines Kompromisses, den wir Ihnen vorschlagen.	I would like to take this opportunity to say a really very big thank you to the shadow rapporteurs – Mr Vidal-Quadras Roca, Mrs Hall, and Mr Turmes – for their cooperation, which was really excellent and also resulted in the drafting of a compromise, which we are putting before you.
Im Ausschuss standen zwei Ansätze zur Abstimmung: einmal der schon beschriebene Ansatz der klaren, verbindlichen Zielvorgaben, die durch Maßnahmen der Mitgliedstaaten erfüllt werden, und zum zweiten ein Ansatz.	The Committee had, in its voting, to decide between two approaches: one was the one I have already described, which involves the Member States taking action to meet clear and binding targets, and the other was that of applying benchmarks.
