. – Herr Präsident!	.
Was meinen Bericht betrifft, soll die Vereinbarung so sein, dass wir alle damit einverstanden sind, dass der Bericht ohne weitere Debatte und auch ohne Abstimmung in den Ausschuss zurücküberwiesen wird.	Mr President, as regards my report, the arrangement is meant to be that we all agree the report being referred back to the committee without further debate and without a vote.
Allerdings kann ich bei dieser Gelegenheit kurz erläutern, was der Inhalt und die Zielsetzung dieses Berichts ist.	I am, though, able to take this opportunity to give a brief explanation of what the report contains and what it aims to do.
Dies ist einer der wenigen Vorschläge, die jeden Bürger in der Europäischen Union ganz unmittelbar in seinem tagtäglichen Leben betreffen, und zwar in einer sehr empfindlichen Materie, nämlich beim Geld: Wenn Sie mit einer Kreditkarte bezahlen, sind Sie von der Richtlinie betroffen, wenn Sie ein Auto leasen, wenn Sie einen Fernseher auf Kredit kaufen oder wenn Sie Ihre Kreditlinie auf dem Konto überziehen.	This is one of the few proposals that will directly affect every citizen in the European Union in his or her daily life, and will do so in a very sensitive area, that being money. The directive will affect you if you pay by credit card, if you hire a car, if you buy a television set on credit or if your bank account is overdrawn.
Im Moment sind in der Europäischen Union Verträge in Höhe von etwa einer Billion Euro über Verbraucherkreditverträge in Kraft.	At this moment, in the European Union, the consumer credit agreements currently in force account for something like a billion euros.
Deswegen ist es von höchster Wichtigkeit, dass sich das Parlament mit aller Sorgfalt und großem Verantwortungsbewusstsein mit dieser Materie beschäftigt.	That is why it is of the utmost importance that Parliament should handle this issue with all possible care and with a great sense of responsibility.
Wir haben als Ausschuss für Recht und Binnenmarkt den Eindruck, dass die Kommission mit ihrem Vorschlag der Bedeutung dieses Themas nicht gerecht wird.	In the Committee on Legal Affairs and the Internal Market, we get the impression that the Commission’s proposal does not do justice to the importance of this issue.
Es wurde nicht geprüft, in welchem Umfang der Vorschlag die Auswirkung hat, dass sozial Schwache überhaupt keinen Zugang mehr zu Krediten bekommen, denn die Anforderungen für die Bonitätsprüfung werden substanziell erhöht, und das könnte zur Folge haben, dass diejenigen, die den Kredit besonders brauchen, keinen mehr bekommen.	There has been no scrutiny of to what extent the proposal will, in effect, prevent the socially disadvantaged from getting any access whatever to loans, as substantially tighter conditions apply to checks on creditworthiness, which could result in those who particularly need credit no longer being given any.
Es ist auch nicht geprüft worden, in welchem Umfang dieser Vorschlag dazu führt, dass sich die Zinsen auf Verbraucherkredite erhöhen.	It has not been considered, either, to what extent this proposal might result in an increase in consumer credit interest rates.
Bei der Chemikalienrichtlinie -umstritten genug – wissen wir zumindest, was das kosten soll. Das wissen wir bei dieser Richtlinie nicht.	The Chemicals Directive, for example, is contentious enough, but at least we know what it is going to cost, which we do not with this one.
Es ist auch nicht geprüft worden, welche Auswirkung eigentlich die beabsichtigte Einschränkung von Verbraucherkrediten auf den Konsum in der Europäischen Union hat, denn immerhin werden 13% des Konsums durch Verbraucherkredite finanziert.	Nor has there been any examination of what effects the intended restriction of consumer credit will have on consumption in the European Union, considering that consumer credit funds 13% of it.
Deshalb hat sich der Rechtsausschuss zu dem zugegebenermaßen außergewöhnlichen Schritt entschlossen, der Kommission zu empfehlen, diesen Vorschlag zurückzuziehen und noch einmal zu überarbeiten und unter Berücksichtigung aller dieser Punkte – und in meinem Bericht sind 30 weitere aufgeführt – das Ganze noch einmal zu überdenken und neu zu diskutieren.	That is why the Committee on Legal Affairs has decided on an admittedly extraordinary course of action and recommended to the Commission that it withdraw the proposal, revise it in the light of all these points – there are another thirty of them in my report – and rethink the whole thing before it again comes up for debate.
Ich verstehe, dass einige Kollegen sagen, nachdem die Kommission – auch Herr Prodi brieflich, Herr Byrne x-mal – erklärt hat, dass sie auf gar keinen Fall bereit ist, diesen Vorschlag zurückzuziehen, es wenig Sinn macht, über das Ganze im Plenum noch einmal abzustimmen.	I can understand why some Members are saying, after the Commission has stated its unwillingness to withdraw the proposal – Mr Prodi has done so in a letter, Mr Byrne has said it time out of number – that there is little point in having another plenary vote on the whole thing.
Es stellt sich in der Tat auch die Frage, ob es Sinn macht, unter den gegebenen Umständen die Kommission noch einmal mit der Ausarbeitung eines Vorschlags zu betrauen.	The question in fact arises as to whether there is any sense, under these circumstances, in again entrusting the Commission with the drafting of a proposal.
Ich persönlich habe wenig Vertrauen darin, dass die zuständigen Stellen dort etwas liefern, mit dem wir besser zurechtkommen.	Speaking personally, I have little confidence in its responsible departments coming up with something that we would find more manageable.
Gestatten Sie mir diese persönliche Bemerkung.	I hope you do not mind me speaking in such personal terms.
In Anbetracht der Umstände, dass die Kommission sich ohnehin weigert, den Vorschlag zu überarbeiten, bin ich damit einverstanden, dass wir uns daranmachen, diese Richtlinie komplett neu zu schreiben.	In view of the Commission’s refusal, in any case, to revise the proposal, I agree that we should get down to the task of rewriting the whole of the directive.
Ich sehe das zwar eigentlich nicht als Aufgabe dieses Parlaments an – wir sollen politische Entscheidungen treffen und nicht einzelne Artikel formulieren -; wenn jedoch die Kommission sich in diesem Punkt so uneinsichtig zeigt, ist es unsere verfassungsmäßige Pflicht. Dieser werden wir genügen, und dann werden wir dafür sorgen, dass es in Europa ein modernes, flexibles und die Wettbewerbsfähigkeit förderndes Verbraucherkreditrecht gibt.	I do not actually regard this as one of this House’s functions – we are meant to take policy decisions rather than to formulate individual articles – but if the Commission is proving to be so obtuse on this point, it is for us a constitutional duty, a duty that we will discharge, and, having done so, we will see to it that European consumer credit law is modern, flexible and promotes competitiveness.
Vielen Dank.	Thank you very much.
