Mitglied der Kommission. - Frau Präsidentin, verehrte Damen und Herren Abgeordnete! Lassen Sie mich ein paar Dinge herausgreifen.	Member of the Commission. - Madam President, ladies and gentlemen, I would like to pick up on some of the points made.
Die Diskussion hat vor allem eines gezeigt: das wirklich große Spannungsverhältnis, das heute da ist.	The debate has made one thing very clear: the very wide relationship of tension here today.
Ich bin nach wie vor der Meinung, dass Russland ein strategischer Partner ist.	I am still of the opinion that Russia is a strategic partner.
Ich habe aber auch gesagt, es ist natürlich ein Nachbarland, und daher ist es besonders wichtig, dass wir die Fragen, die Graham Watson, Christopher Beazley und andere angesprochen haben, hier ganz besonders ernst nehmen.	However, I also said that it is of course a neighbour country and that is why it is especially important to take issues such as those raised by Graham Watson, Christopher Beazley and others very seriously.
Und wir nehmen sie ernst.	We do indeed take them seriously.
Erinnern Sie sich nur an den letzten Gipfel in Samara.	Let us just cast a glance back to the previous summit in Samara.
Hier hat Angela Merkel, die Ratspräsidentin, ganz klar - und nicht nur in der Sitzung, sondern auch vor den Medien - die Dinge auf den Tisch gelegt.	On that occasion, Angela Merkel, as the President of the Council, put her cards on the table, not only in the meeting but also to the media.
Das heißt, glauben Sie nicht, dass uns diese Werte nicht wichtig sind.	Please do not think, therefore, that these values are not important to us.
Wir wissen, dass sehr besorgniserregende Entwicklungen im Bereich der Medienfreiheit, im Bereich der Unabhängigkeit der Justiz, im Bereich der Frage der Fairness auch für die Wahlen bestehen.	We know that there are some very worrying developments as regards media freedom, the independence of the judiciary, and the issue of fairness, also in relation to the elections.
Alles das, was hier angesprochen wurde, ist natürlich richtig.	All the issues which have been raised today are of course the right ones.
Aber ich möchte Ihnen auch sagen, dass die Intervention von Elmar Brok hier eigentlich ein bisschen das beschreibt, was ich selbst sehe, nämlich dass wir unsere Interessen klar definieren müssen.	However, let me also say that Elmar Brok's comments describe a little of my own view, namely that we need to define our interests clearly.
Hier sind natürlich auf der einen Seite ganz wesentliche sicherheitspolitische Interessen vorhanden und auf der anderen Seite die menschenrechtlichen demokratiepolitischen Interessen.	On the one hand, there are very substantial security issues at stake here, of course, while on the other, there are human rights and democratic interests.
Ferner sind selbstverständlich auch die drei großen Prinzipien anzusprechen, die Herr Beazley genannt hat: Solidarität, Reziprozität und Rechtsstaatlichkeit.	It is also important, of course, to mention the three major principles which Mr Beazley has referred to: solidarity, reciprocity and the rule of law.
Natürlich sind die verschiedenen Ausformungen gegeben.	Naturally, they appear in various forms and we cannot argue with that.
Man kann nichts dagegen sagen - Sie haben vollkommen Recht, Herr Beazley -, aber ich kann Ihnen versichern, dass die auch auf den Tisch gelegt werden.	You are absolutely right, Mr Beazley, but I can assure you that they will be on the table as well.
Ich weiß, dass Kommissionspräsident Barroso hier sehr klar diese Dinge ansprechen wird, vor allem auch, was zum Beispiel die Energiefragen betrifft.	I know that President Barroso will address these issues very clearly, especially in the context of energy, for example.
Sie wissen, dass die Kommission ja auch gerade erst ein Paket verabschiedet hat, das in diese Richtung geht.	As you are aware, the Commission has just adopted a package of measures which point in this direction.
Wir wollen hier klare Spielregeln, die von allen im Sinne einer echten Gegenseitigkeit eingehalten werden.	We want clear rules here which are upheld by everyone in the interests of true reciprocity.
Das gesagt habend, möchte ich aber auch an eines erinnern: Wir werden umso stärker sein, je mehr wir in der Europäischen Union bereit sind, wirklich mit einer Stimme zu sprechen.	Having said that, I would just like to remind you of one point: the more we are prepared genuinely to speak with one voice in the European Union, the stronger we will be.
Wie wir alle wissen, gelingt uns das nicht immer.	As we all know, we do not always manage to do that.
Aber je stärker Russland wird, desto mehr sollten wir mit einer Stimme sprechen.	However, the stronger Russia becomes, the more we should speak with one voice.
Wir haben diese Energieabhängigkeit, aber wir können unsere Interessen nur dann wirklich verteidigen, wenn wir klar und stark sind.	We have this energy dependence, but we can only defend our interests effectively if we send out a strong and clear message.
Vielleicht haben wir in der Vergangenheit nicht darauf geachtet, und als Russland in einer sozusagen schwächeren wirtschaftlichen Position war, haben wir es wahrscheinlich nicht genug unterstützt.	Perhaps we have not paid enough attention to that in the past, and when Russia was in a weaker economic position, so to speak, we probably did not give it enough support.
Aber heute müssen wir eine Haltung einnehmen, die auf Gegenseitigkeit beruht, und einen echten partnerschaftlichen Ansatz suchen, der aber auch beinhaltet, dass wir von Russland eine Anerkennung dessen bekommen, was uns wesentlich ist.	Today, however, we must pursue a position which is based on reciprocity and seek a genuine partnership approach, but this means that Russia must recognise what is important to us as well.
