Verfasser. - Frau Präsidentin! Dieser Anschlag, um den es in dieser Entschließung geht, war ein Anschlag auf eine diplomatische Lösung im Sudan.	author. - Madam President, the attack to which this resolution relates was targeted against a diplomatic solution to the situation in Sudan.
Der Kontext ist relativ wichtig, weil kurz nach diesem Anschlag eigentlich Desmond Tutu konkrete Verhandlungen vor Ort führen sollte.	The context is quite important, because the attack occurred shortly before Desmond Tutu was due to conduct meaningful talks in Darfur.
Dieser Anschlag war offensichtlich bewusst getimt, damit es da nicht zu einer diplomatischen Lösung kommt, die dringend notwendig wäre in dieser Region.	It seems obvious that the attack was deliberately timed to thwart the quest for a diplomatic solution, which is so desperately needed in that region.
Es gab ja dann längere Spekulationen, welche Rebellengruppe es nun war, die diesen Anschlag mit zehn toten Soldaten der AU-Truppe durchgeführt hat.	There followed lengthy speculation, of course, as to the identity of the rebel group that had carried out the attack, which claimed the lives of ten soldiers from the AU peacekeeping force.
Allem Anschein nach ist es eher eine pro-westliche Rebellengruppe, die diesen Anschlag verübt hat.	The signs seem to indicate that the most likely perpetrators were a pro-Western rebel group.
Es ist sehr wichtig, dass, wenn wir uns mit der Frage von Darfur beschäftigen, es einfach so ist, dass wir nicht immer völlig mit einer Brille darauf schauen, sondern es ist so, dass verschiedenste Rebellengruppen aus dem Sudan, dem Tschad, der Zentralafrikanischen Republik sowie die jeweiligen Armeen vor Ort agieren.	When we deal with the Darfur issue, it is important not to focus too narrowly, but to remember that the most widely diverse rebel groups from the Sudan, Chad and the Central African Republic are operating there in addition to the local armed forces on both sides.
Für mich ist ganz interessant, dass sich der Versuch der Europäischen Union, in diesem Konflikt zu agieren, nämlich mit dem Tschad-Einsatz, im Grunde genommen derzeit in einem erbärmlichen Zustand befindet.	I find it very revealing that the attempt made by the European Union to act on the Darfur conflict through the Chad mission is effectively in a sorry state at the present time.
Am Anfang hieß es, man schickt eine EU-Truppe dorthin.	At the start, the talk was about sending an EU force there.
De facto ist es so, dass man eine französische Truppe unter EU-Logo hinschickt mit ein paar zusätzlichen Soldaten.	In fact, a French force with a few additional troops has been sent there under the EU banner.
Bis heute ist es so, dass ich keine vernünftige Auskunft über das eigentliche Operationsgebiet dieser Truppe bekomme.	I have not yet been able to obtain any proper information about that force's actual area of operation.
Es ist nach wie vor so, dass es zwar heißt, es ist quasi zum Schutz der Flüchtlinge. Allerdings halten sich die Flüchtlinge insbesondere im Grenzgebiet auf, und offensichtlich will die Regierung des Tschad, dass genau da die EU-Truppe nicht stationiert wird.	Although we are still being told that the force is essentially there to protect refugees, most of the refugees are to be found in the border area, which is precisely where the Government of Chad does not want the EU force deployed.
Vielleicht kann die Kommissarin hier nochmals mit einer Information aushelfen.	Perhaps the Commissioner can assist again with some information.
Das, was im Moment von EU-Seite aus getan wird, ist garantiert nicht das, was tatsächlich jetzt zu einer Entspannung der gesamten Situation führt. Wir müssen sehr klar sagen, genau das, was Desmond Tutu wollte, nämlich eine diplomatische Lösung, ist das, was von hier aus unterstützt werden müsste.	What the EU is doing at the moment is definitely not what is needed to defuse the present situation We have to say very clearly that the very thing Desmond Tutu wanted, namely a diplomatic solution, is what we ought to be supporting here.
