im Namen der SPE-Fraktion. - Herr Präsident, vor dem Hintergrund der Unterzeichnung des frauenverachtenden schiitischen Familiengesetzes in Afghanistan fordere ich die Kommission auf, Frauenrechte wieder zum zentralen Bestandteil ihrer Afghanistan-Strategie zu machen.	on behalf of the PSE Group. - Mr President, in light of the signing of the Shia family law, which shows contempt for women, in Afghanistan, I urge the Commission to make the rights of women a central part of its Afghanistan strategy once again.
Im November 2002 schickte die Sozialdemokratische Fraktion eine Delegation unter meiner Leitung nach Afghanistan, um sich zu vergewissern, dass Frauen vom Wiederaufbau des Landes nicht ausgeschlossen werden.	In November 2002, the Socialist Group in the European Parliament sent a delegation under my leadership to Afghanistan in order to make sure that women were not being excluded in the reconstruction of the country.
Wir führten Gespräche mit Präsident Karzai, zahlreichen Regierungsvertretern, Frauen- und Menschenrechtsorganisationen, und die waren durchaus ermutigend.	We held talks with President Karzai, numerous government representatives, women's and human rights organisations, and we were very encouraged.
Ein Aufbruch zu mehr an Sicherheit, Stabilität und Wohlstand für Frauen, auch ohne Burka, schien in greifbare Nähe gerückt.	An awakening to more in the way of safety, stability and prosperity for women, including without the burka, seemed to be within reach.
Gesundheitssystem, Bildung, Ausbildung und Erwerbstätigkeit wurden nach der Taliban-Herrschaft für die Frauen geöffnet.	The health system, education, training and the chance to earn a living were opened up to women after the Taliban rule.
Die höchste Kindersterblichkeit weltweit schien sich zu verbessern.	The highest child mortality rate in the world seemed to be improving.
In die neue Verfassung wurde durch unsere Intervention eine 25%-Quote für Frauen im neu zu wählenden ersten Parlament aufgenommen, und ca. vier Millionen Flüchtlinge kehrten in ihr vom Krieg geschundenes Land zurück.	Through our intervention, a 25% quota for women was included in the new constitution for the first parliament that was to be elected and around four million refugees returned to their war-ravaged country.
Doch leider ist in den letzten fünf Jahren wenig passiert.	Unfortunately, however, very little has happened in the last five years.
Warnungen von Frauenrechtsorganisationen, wie medica mondiale, dass die Gewalt eingedämmt werden muss, schienen ins Leere zu laufen, und Anfang April ermordeten radikal-islamische Taliban in Kandahar die deutsch-afghanische Frauenrechtlerin Sitara Achikzai.	Warnings from women's rights organisations, such as medica mondiale, that violence must be stopped seemed to go totally unheeded, and at the beginning of April the radical Islamic Taliban in Kandahar murdered the German-Afghan women's rights campaigner Sitara Achikzai.
Wir haben erleben müssen, dass andere Frauen erschossen wurden, wie die ranghöchste Polizistin.	We were forced to discover that other women had been shot, such as the highest-ranking police officer.
Da dürfen wir nicht tatenlos zuschauen.	We must not sit back and watch this happen and do nothing about it.
Der zivile Aufbau ist in großer Gefahr.	The civilian awakening is at serious risk.
Wir müssen mit diesem neuen schiitischen Familiengesetz Schluss machen.	We must put a stop to this new Shia family law.
Die EP-Entschließung muss glasklar sagen und signalisieren, dass das Gesetz vom Tisch muss.	The European Parliament resolution must state loud and clear that the law must be thrown out.
Wenn das nicht gelingt, ist auch die internationale Unterstützung für Afghanistan in Gefahr, wenn Frauenrechte nicht geachtet werden.	If that does not succeed, international support for Afghanistan is also at risk if women's rights are not respected.
Ein Aufbruch entweder in die die Menschenrechte achtende Völkergemeinschaft oder ein Rückfall in Unterdrückung durch die Taliban steht an.	Either an awakening into the international community, which respects human rights, or regression into oppression by the Taliban is what is on the cards.
Das muss Herrn Karzai glasklar gesagt werden!	This must be said loud and clear to Mr Karzai!
