Herr Präsident, sehr verehrte Kolleginnen und Kollegen! Auch ich möchte zunächst der Berichterstatterin des Ausschusses für Industrie, Außenhandel, Forschung und Energie, Frau Flesch, ganz herzlich zu ihrem hervorragenden Bericht gratulieren.	Mr President, ladies and gentlemen, I too would like to warmly congratulate the rapporteur of the Committee on Industry, External Trade, Research and Energy, Mrs Flesch, on her excellent report.
Es ist Ihnen, liebe Frau Flesch, wirklich gelungen, wesentliche Aspekte in Sachen dot.EU in Ihrem Bericht aufzugreifen und so auch die richtigen Weichen seitens des Parlaments zu stellen.	Mrs Flesch, you have really managed to capture the key aspects of the ".EU" issue in your report and thus set the right course for the European Parliament.
Wir bauen mit dieser Verordnung am Europäischen Haus und zwar in virtueller Form.	With this regulation, we are helping to construct the European home, in this case in a virtual form.
Mit der top level domain dot.EU werden wir im Internet unsere europäische Identität besser darstellen können. Das hat zahlreiche Vorteile.	The ".EU" top-level domain will promote Europe's identity more effectively on the Internet, which has numerous advantages.
Der elektronische Geschäftsverkehr in der Europäischen Union wird gefördert.	E-commerce in the European Union will be promoted.
Verbraucher werden durch die EU-domain die Zugehörigkeit des im Internet tätigen Unternehmens zum Binnenmarkt erkennen und ihm ein größeres Vertrauen entgegenbringen.	Through the ".EU" top-level domain, consumers will be able to recognise that a company working via the Internet belongs to the single market and will have greater faith in it.
Bislang werden europäische Unternehmen - Herr Martin hat darauf hingewiesen - mit dot.com-domains zuweilen für US-Unternehmen gehalten, nicht für europäische Unternehmen.	Up to now, as Mr Martin pointed out, European companies using the ".com" domain have sometimes been taken for American companies rather than European ones.
Europäische Unternehmen, Organisationen und Privatpersonen erhalten neue prägnante Adressen, die bei den gängigen domains längst besetzt sind.	European companies, organisations and private individuals will get concise new addresses long since bagged by others under the current domains.
Dot.Com-domains beispielsweise gibt es in der EU ja bereits weit über 10 Millionen.	For example, there are already well over 10 million ".com" domains in the European Union.
Nachdem sich auch der Rat vor wenigen Tagen für die Einführung der top level domain dot.EU ausgesprochen hat, werden wir mit der Verabschiedung der Verordnung vor der Sommerpause dazu beitragen, dass mit der Registrierung der ersten dot.EU-Adressen im Frühjahr 2002 begonnen werden kann.	Now that the Council has pronounced itself in favour of introducing the ".EU" top-level domain, just a few days ago in fact, we can help, by adopting the regulation before the summer break, to ensure that registration of the first ".EU" addresses can begin in spring 2002.
Ich kann Sie daher insbesondere in einer Zeit, in der über 90 % der meist besuchten Webseiten in den USA zu finden sind und sich ca. 70 % des E-Business in den USA abspielt, nur nachdrücklich um Zustimmung zu diesem Vorhaben bitten.	Therefore, particularly at a time when over 90% of the most frequently visited web sites are in the USA and about 70% of e-commerce is transacted in the USA, I can only urge you to vote for this proposal.
