Verfasserin. - Herr Präsident! Vor wenigen Tagen haben wir im Europaparlament in Brüssel die feierliche Eröffnung von Euronest gefeiert.	Mr President, a few days ago, we celebrated the grand opening of Euronest at the European Parliament in Brussels.
Aserbaidschan ist Gründungsmitglied dieser Versammlung und hat sich darin zu Demokratie, Menschenrechten, Rechtsstaatlichkeit, Versammlungsfreiheit und Medienfreiheit verpflichtet.	Azerbaijan is a founding member of that assembly and as such, has committed itself to democracy, human rights, the rule of law and freedom of assembly and the media.
Auch im Rahmen der Verhandlungen zum Assoziierungsabkommen zwischen der EU und Aserbaidschan seit Juli 2010 ist das eines der Grundelemente.	This is also a fundamental element of the negotiations on an association agreement between the EU and Azerbaijan that have been taking place since July 2010.
Vor diesem Hintergrund ist es tatsächlich erschütternd, wie die aserische Regierung in den letzten zwei Monaten gegen friedlich demonstrierende Menschen vorgegangen ist.	In light of this, it is really quite staggering how the Azerbaijani Government has behaved towards peacefully demonstrating people over the last two months.
Hier sind junge Leute, die sich über Facebook - die sozialen Netzwerke - organisiert haben, gefangengenommen und bis zu zweieinhalb Jahren Gefängnis verurteilt worden, weil sie unter dem Motto "Drogenmissbrauch" friedlich demonstriert hatten.	Here we have young people - who organised themselves via social networks like Facebook - arrested and sentenced to up to two and a half years imprisonment because they peacefully demonstrated under the slogan 'drug abuse'.
Anderen droht Ähnliches.	Others are threatened with a similar fate.
Mindestens 30 Personen, die ebenfalls friedlich protestiert haben, sind in einer Nacht- und Nebelaktion unter Ausschluss der Öffentlichkeit und ohne dass sie ihren Rechtsbeistand kontaktieren konnten, zu fünf bis acht Tagen Haft verurteilt worden.	At least 30 people, who likewise protested peacefully, have been sentenced to five to eight days of imprisonment without being able to contact their legal representatives in a cloak and dagger operation that excludes the public.
Werte Kolleginnen und Kollegen, Herr Kommissar, dies ist unzulässig!	Ladies and gentlemen, Commissioner, that is unacceptable!
Wir fordern in einer Gemeinsamen Entschließung der fünf größten Fraktionen dazu auf, dass alle diese Menschen sofort freigelassen werden, dass Rechtsstaatlichkeit, Meinungsfreiheit, Medienfreiheit tatsächlich gewährleistet werden, so wie es Präsident Alijew vor Jahren - 2005 - ja zugesichert hat und gesagt hat: "Kein Journalist wird in Aserbaidschan verfolgt."	In a joint resolution of the five largest groups in Parliament, we are calling for all these people to be released immediately and for the rule of law, freedom of expression and of the media to actually be ensured so that, as President Aliyev assured us years ago - in 2005 - 'No journalist is persecuted in Azerbaijan'.
Er muss sich endlich an diese Versprechungen halten.	He must finally keep these promises.
Ich hoffe sehr, dass es bis zum Interparlamentarischen Treffen, das für Juni geplant ist, gelingen wird, dass tatsächlich alle freigelassen sind, auch Zeitungsredakteur Eynulla Fatullayev und die Regierung und die Regierungsparteien endlich zu ihren Versprechungen stehen.	I really hope that, by the time of the inter-parliamentary assembly scheduled for June, we will succeed in having all these people released, including newspaper editor Eynulla Fatullayev, and that the government and the governing parties finally keep to their promises.
Sonst muss es Konsequenzen geben.	Otherwise, there must be consequences.
