Herr Präsident!	.
Ich kann den allgemeinen Aufschrei, der dem rasanten Anstieg der Textilimporte aus China seit dem 1. Januar 2005 folgte, nicht nachvollziehen. Uns allen war doch klar, dass genau das eintreten würde!	Mr President, I cannot fathom the general uproar about the rapid increase in textile imports from China since 1 January this year, for it was clear to all of us that this was precisely what was going to happen.
Wer die Märkte unkonditioniert öffnet und liberalisiert, der muss einfach damit rechnen, dass andere Produzenten ihre Chance und ihre Vorteile nutzen und auf die sich öffnenden Märkte drängen.	If you open up and liberalise the markets without imposing conditions, you simply have to expect other producers to seize their opportunity and benefit from it by rushing headlong into the newly-open markets.
Schauen Sie sich an, was China heute vorrangig importiert: Aluminiumschmelzanlagen, Gießanlagen, Pressen, Tiefziehwerkzeuge, Walzwerke.	Just take a look at China’s main imports at present: aluminium smelters, casting machines, presses, moulding dies, and roller mills.
Damit wissen Sie, dass wir in fünf Jahren enorme Probleme bekommen: in der Schuhindustrie, in der Fahrradindustrie, in der Automobilindustrie, in der Eisen- und Stahlherstellung.	What that tells you is that we will have enormous problems in five years’ time – in the footwear industry, in the bicycle industry, in the car industry and in iron- and steelmaking.
Auch die durch besondere Schutzklauseln gegebene Galgenfrist bis 2008 wird das Problem nicht lösen, sondern nur etwas abmildern.	Not even the stay of execution until 2008 provided for by special safeguard clauses will solve the problem; it will do no more than alleviate it.
Es ist blauäugig, für den Handel mit China und anderen Ländern gleiche Wettbewerbsbedingungen zu fordern.	It is naive to demand the same conditions of competition for trade with China and with other countries.
Heißt das, dass ab 2008 ein Arbeitnehmer in der europäischen Textilindustrie das gleiche Gehalt wie sein chinesischer Kollege beziehen soll, um wettbewerbsfähig zu sein?	Does that mean that, from 2008 onwards, a worker in the European textile industry will have to take home the same pay as his Chinese counterpart in order to be able to compete?
Das ist absurd!	The idea is absurd.
Ebenso absurd wie skandalös ist es, dass die Europäische Union sich selbst das Wasser abgräbt, indem sie Unternehmen, die ihre Produktion in Drittländer verlagern, sogar noch mit Subventionen unterstützt.	It is both an absurdity and a scandal that the European Union, by going as far as to subsidise those companies that transfer production to third countries, is sawing through the branch on which it sits.
Die einzige Chance für eine Lösung ist eine komplette Neuausrichtung der EU-Handelspolitik.	The only chance of a solution lies in the complete recasting of the EU’s trade policies.
Die EU muss sich für ein gerechtes Handelssystem einsetzen. Dazu gehört, mit der zügellosen Marktöffnungs- und Liberalisierungspolitik zu brechen.	The EU must commit itself to a system of fair trade, and that involves abandoning the unfettered opening-up of markets and liberalisation.
Ein fairer Interessenausgleich beinhaltet Handel dort zu fördern, wo er sinnvoll und nicht auf Selbstzweck ausgerichtet ist, und auf der anderen Seite den Fortbestand der ortsansässigen Produktion sowie regionale Wirtschaftskreisläufe zu sichern und zu fördern, und zwar nicht nur in den eigenen Regionen, sondern auch in den Entwicklungsländern.	A fair balance of interests implies the promotion of trade where it is rational and not an end in itself, alongside the maintenance and promotion of local production and regional economic cycles, not only in our own regions but also in developing countries.
Dazu gehört auch – wie es meine Fraktion gefordert hat –, dass sich die Europäische Union für die Verbesserung der Arbeitsbedingungen und der sozialen Rechte der Arbeitnehmer und für hohe Umweltstandards sowohl in der eigenen Industrie, als auch in der Produktion ihrer Handelspartner einsetzt.	This also involves something for which my own group has called, namely a commitment on the part of the European Union to improved working conditions and workers’ social security entitlements, as also to high environmental standards both in our own industry and in the production systems of our trading partners.
Dazu gehört, Entwicklungsunterschieden zwischen den verschiedenen Handelspartnern entsprechend Rechnung zu tragen.	This means taking into account, as appropriate, developmental differences between our various trading partners.
Dazu ist es jedoch dringend notwendig, das Verhandlungsmandat der Kommission endlich neu zu formulieren.	It has to be said, though, that it is urgently necessary that the Commission’s mandate for trade negotiations be redrafted once and for all.
Das alte Mandat von 1999 ist zweimal gescheitert, in Seattle und in Cancún, und es wird auch in Hongkong scheitern!	The old mandate, dating back to 1999, has failed twice, in Seattle and Cancún, and it will fail again in Hong Kong.
Ich verstehe nicht, wieso die Kommission, wie im vorliegenden Bericht formuliert, ihr neues Mandat selbst konzipieren soll.	I do not grasp how the Commission is meant – as this report itself puts it – to draw up its future mandate itself.
Ich unterstütze die Berichterstatterin in ihrer Forderung, Forschung und Innovation im Textilsektor gezielt zu fördern. Hier sollte der Schwerpunkt insbesondere auf der Entwicklung von gesundheitlich unbedenklichen, chemikalienfreien Textilien durch die konsequente Durchsetzung des Substitutionsprinzips liegen, ganz im Sinne von REACH.	I endorse the rapporteur’s demand for targeted support for research and development in the textile sector, where priority should be given to the development of safe, chemical-free textiles by way of the consistent application of the principle of mutual recognition, wholly in the spirit of REACH.
Dazu gehört für mich auch, Sorge dafür zu tragen, dass die Verbraucher nicht zu Versuchsobjekten für Textilerzeugnisse aus der bunten Nanotechnologie gemacht werden, ohne dass deren Auswirkungen hinreichend erforscht sind.	I believe that there is also a need to ensure that consumers do not become specimens for the testing of textile products derived from every variety of nanotechnology before the effects of this have been adequately researched.
