schriftlich. - Sehr geehrte Kolleginnen und Kollegen, wir nehmen Antibiotika über unsere Nahrungsmittel auf und werden dadurch resistent.	We are absorbing antibiotics in our food, which is resulting in increased resistance.
Ein medizinischer Fortschritt, der langsam wieder zu Grunde gerichtet wird. Das ist uns bereits seit langem bekannt.	This is one area of medical progress which is gradually being ruined and we have known about this for a long time.
Kollege Castro hat die bisherigen Maßnahmen benannt.	Mr De Castro referred to the measures that have already been taken.
Die Vorschläge, die in der Resolution enthalten sind, unterstütze ich.	I support the proposals made in the resolution.
Fokussieren möchte ich auf zwei Aspekte:	There are two aspects of this which I would like to focus on.
Vorschriften allein reichen nicht aus.	Regulations alone are not enough.
Wir haben beim Dioxinskandal gesehen, wie leicht sie ausgehebelt werden können, wenn sich einzelne schwarze Schafe grob fahrlässig verhalten.	In the dioxin scandal, we have seen how easily they can be undermined, if individual 'black sheep' behave in a very negligent way.
Wir müssen natürlich Regeln setzen, und wir müssen Überwachungen einführen, aber das allein ist nicht die Lösung.	Of course, we must have regulations and we need to introduce monitoring systems, but that is not the entire solution.
Die Lösung ist, dass wir mittel- und langfristig den Einsatz von Antibiotika weitgehend überflüssig machen müssen.	In the medium and long term, the solution is to make the use of antibiotics largely superfluous.
Das schaffen wir erstens durch Investition in Forschung und Vernetzung von Expertenwissen, zweitens durch Vermittlung dieses Wissens an die Landwirte und Tierärzte, drittens durch die Information der Verbraucher.	We can achieve this firstly by investing in research and networking expert knowledge, secondly, by passing this knowledge on to farmers and vets and thirdly, by providing information to consumers.
Wir müssen die Kräfte des Marktes klug nutzen, denn langfristig entscheidet der Verbraucher, auf welche Weise unsere Nahrungsmittel produziert werden.	We must make clever use of market forces, because it is consumers who decide in the long term how their food is produced.
