im Namen der Verts/ALE-Fraktion. - Herr Präsident! Ich finde, dass diese Argumentation jenseits dieser Welt ist.	on behalf of the Verts/ALE Group. - Mr President, I find this line of argument beyond belief.
Es geht ja nicht darum, hier den Vertrag von Lissabon zu verabschieden.	It is not a question of ratifying the Treaty of Lisbon here today.
Es geht für uns nur darum, vorbereitet zu sein, wenn er verabschiedet wird.	We only want to be prepared for when it is ratified.
Sollte er nicht verabschiedet werden, dann wird alles, was wir beschlossen haben, Makulatur sein.	If it is not, then everything we have decided will be wasted.
Wird er aber verabschiedet - und das würde dann im Oktober sein -, wird dieses Parlament ab November anders arbeiten müssen.	However, if it is ratified - and this would then take place in October - this Parliament will have to work differently from November onwards.
Es wäre wirklich unverantwortlich, wenn wir uns nicht vorbereiten.	It would be really irresponsible of us not to be prepared.
Deswegen sollten wir diese Debatte führen und einen Beschluss fassen.	That is why this debate is necessary and why a decision must be taken.
Und, Frau Kollegin, ich finde es besonders unfair Ihrer Kollegin Sylvia Kaufmann gegenüber, die dieses Parlament leider verlassen wird, dass Sie ihr nicht einmal die Chance geben, dass zum Abschluss ihrer Karriere im Europäischen Parlament ein so wichtiger Bericht angenommen wird.	Furthermore, Mrs McDonald, I find it especially unfair to your colleague Mrs Kaufmann, who is unfortunately leaving this Parliament, that you have not even given her the chance, at the end of her time here, to see such an important report adopted in the European Parliament.
Im Namen Ihrer Kollegin Sylvia Kaufmann spreche ich gegen Sie!	On behalf of your colleague Mrs Kaufmann, I must disagree with you.
(Beifall)	(Applause)
