Verfasserin. - Herr Präsident, sehr geehrte Frau Kommissarin, liebe Kolleginnen, liebe Kollegen! Belarus ist und bleibt das Sorgenkind in unserer Nachbarschaftspolitik.	author. - Mr President, Commissioner, ladies and gentlemen, Belarus is and remains the problem child in our Neighbourhood Policy.
Der Diktator Lukaschenko sorgt immer noch dafür, dass sich das Land systematisch von seinen Nachbarn entfernt und sich selbst isoliert.	Dictator Lukashenko continues to ensure that his country systematically distances and isolates itself from its neighbours.
Er tritt die Menschenrechte mit Füßen und hält an der Todesstrafe fest.	He tramples human rights under foot and maintains the death penalty.
Das ist nicht nur eine Sorge von uns, sondern stößt auch massiv auf Ablehnung in der eigenen Bevölkerung.	This is not only a concern for us; it is also encountering massive opposition among Belarus's own population.
Immer mehr Jugendliche verlassen Belarus.	More and more young people are leaving Belarus.
Das ist ein Drama für dieses Land.	It is a dramatic situation for that country.
Die Aufgabe der Europäischen Union ist es deshalb, Belarus auf dem Weg zurück in die Demokratie zu helfen.	The European Union's task is therefore to help Belarus to return to the path towards democracy.
Aus meiner Sicht geht das nicht mit Diktator Lukaschenko und seinem Präsidentenapparat, sondern nur mit der Opposition, der Zivilgesellschaft und den jungen Menschen, die die zukünftige Elite des Landes darstellen könnten.	From my perspective, this will not happen with Dictator Lukashenko and his presidential apparatus, but only with the opposition, civil society and the young people who could form the country's future elite.
Deshalb appelliere ich an die Mitgliedstaaten, ihre Visapolitik für diese Menschen zu ändern und ihnen die Chance für den Austausch mit den jungen Menschen in der Europäischen Union zu geben, eine Chance auf demokratische Bildung und eine Chance, überhaupt Demokratie zu erfahren, indem sie in die Europäische Union reisen können.	So I appeal to the Member States to change their visa policy for these people and give them the chance to engage in exchanges with young people in the European Union, a chance of democratic education and a chance actually to experience democracy for themselves by visiting the European Union.
Die Visapolitik darf hier nicht eine unüberwindbare Hürde sein und den Weg in die Demokratie versperren.	Visa policy must not become an insurmountable obstacle which obstructs the path to democracy.
Das ist ganz wichtig!	That is extremely important.
In den Verhandlungen mit Lukaschenko jedoch sollte es keine Konzessionen bezüglich der Menschenrechte geben.	In negotiations with Lukashenko, however, there should be no concessions on human rights.
Da ist sich das Parlament einig, quer durch alle Fraktionen: Freilassen aller politischer Gefangenen, Moratorium bezüglich der Todesstrafe, Freiheit der Medien und Respekt aller Grundlagen der Demokratie.	There is consensus on this point in Parliament, across all the parliamentary groups: we want the release of all political prisoners, a moratorium on the death penalty, media freedom and respect for all the basic principles of democracy.
Das ist die Grundvoraussetzung für Verhandlungen.	That is the fundamental prerequisite for negotiations.
Keine Konzessionen.	No concessions.
Da kommt es wirklich darauf an, wie die nächste Wahl abläuft.	The crucial factor here is what happens at the next elections.
Ich hoffe sehr für das belarussische Volk, dass es sein Schicksal selbst in die Hand nimmt.	I hope very much for the Belarusian people that they take control of their own destiny.
