Verfasserin. - Herr Präsident! Wieder einmal ist es notwendig, über Menschenrechtsverletzungen im Iran zu sprechen, und dies innerhalb kürzester Zeit.	author. - Mr President, once again, it is necessary for us to talk about human rights violations in Iran, and it is no time at all since we last spoke about it.
Bereits vor drei Monaten haben wir in diesem Haus eine Entschließung zu den Hinrichtungen im Iran formuliert.	Just three months ago, we drafted a resolution in this House on the executions in Iran.
Leider hat sich seitdem nichts zum Besseren gewendet.	Unfortunately, there has been no change for the better since then.
Im Gegenteil: Im Schatten der Nuklearkrise geht das Morden des Mullah-Regimes unvermindert weiter.	On the contrary: in the shadow of the nuclear crisis, the murdering by the Mullah regime continues unabated.
Erst vor einer Woche wurde der 18-jährige Behnam Saree öffentlich hingerichtet.	Only a week ago, an 18-year-old man, Behnam Saree, was executed in public.
Vorletzte Woche ist ein 20-Jähriger erhängt worden, der mit 15 Jahren eine Straftat begangen hatte.	The week before, a 20-year-old man was hanged for a crime he had committed at the age of 15.
Die Prozedur ist immer dieselbe: Die jungen Männer müssen sich auf einen Hocker stellen, die Schlinge wird ihnen um den Hals gelegt, und wenn der Henker den Hocker wegstößt, zieht sich die Schlinge erbarmungslos zu.	The procedure is always the same: the young man has to climb onto a stool, the noose is placed around his neck, and when the executioner kicks away the stool, the noose pulls tight. There is no mercy in this method.
Ich frage mich angesichts dieses barbarischen Aktes, ob es eine Steigerung von Barbarei geben kann.	Faced with this type of barbaric act, even greater barbarism is hard to imagine.
Und ich komme zu dem Schluss: Ja, liebe Kollegen!	I ask you, ladies and gentlemen, could it get any worse?
Die Hinrichtung von Minderjährigen ist eben solch eine Steigerung.	Yet I have to say to you: yes, it can! What is even worse is the execution of minors.
Diese gegenüber Minderjährigen ausgesprochenen und verhängten Todesurteile stellen eine schwere Verletzung der internationalen Pflichten und Verpflichtungen der Islamischen Republik Iran dar.	The death sentences imposed and carried out on young people who have not yet attained their majority is a severe breach of the Islamic Republic's international obligations and commitments.
Iran ist Vertragsstaat von internationalen Übereinkommen und hat sich dementsprechend verpflichtet, minderjährige Straftäter und Straftäterinnen nicht hinzurichten.	Iran is party to a number of international conventions which commit it to refrain from executing under-age offenders.
Es ist schon makaber und grenzt an Geschmacklosigkeit, wenn iranische Regierungsvertreter auf die Kritik an dieser Praxis antworten, dass man ja mit der Hinrichtung warten würde, bis die Volljährigkeit erreicht sei.	It is macabre - indeed, it is verging on the tasteless - when Iranian Government representatives respond to criticism of this practice by claiming that the execution is suspended until the person has attained their majority.
Iran ist das Land mit den meisten Hinrichtungen von Minderjährigen und hält damit den zutiefst beschämenden Spitzenplatz.	Iran is the country which carries out the most executions of minors and thus occupies a deeply shameful position at the top of the league.
Seit 1990 gab es laut Amnesty International nirgendwo sonst auf der Welt so viele Hinrichtungen Minderjähriger.	Since 1990, according to Amnesty International, no other country anywhere in the world has executed so many minors.
Allein in den Jahren 2007 und 2008 sind 15 Minderjährige ermordet worden. Die Situation minderjähriger Straftäter und Straftäterinnen, denen die Hinrichtung droht, hat im Iran ein nicht hinzunehmendes kritisches Ausmaß erreicht.	In 2007 and 2008 alone, 15 young people were executed, and the situation of under-age offenders who face execution has reached an unacceptable, indeed a critical level in Iran.
Mindestens 132 minderjährige Straftäter und Straftäterinnen befinden sich in den Todeszellen, die tatsächliche Zahl könnte jedoch noch weit höher liegen.	At least 132 under-age offenders are currently being held in death cells, and the real figure may well be much higher.
Auch die Situation in den Gefängnissen ist dramatisch: Seit dem 25. August befinden sich einige hundert kurdische politische Gefangene in iranischen Gefängnissen im Hungerstreik.	The situation in Iran's prisons is critical as well: since 25 August, several hundred Kurdish political prisoners have been on hunger strike in Iranian prisons.
Sie protestieren gegen die unmenschlichen Verhältnisse, gegen Folter und Misshandlungen und gegen die Todesstrafe.	They are protesting against the inhumane conditions, against torture and abuse, and against the death penalty.
Hier muss die internationale Staatengemeinschaft dringend handeln.	The international community must take urgent action here.
Wir müssen unermüdlich und beharrlich auf die Verpflichtung Irans zur Einhaltung von Menschenrechten pochen.	We must continue to campaign tirelessly and insist on Iran's obligation to respect human rights.
Die Lage ist viel zu prekär, um diesem Thema einen Aufschub zu gewähren.	The situation is far too precarious to brook any delay in tackling this issue.
