Herr Präsident! Herr Ai WeiWei hat als Künstler den Kindern des Erdbebens, den Opfern von Sichuan Gesichter gegeben.	Mr President, as an artist, Ai Weiwei has given faces to the child victims of the Sichuan earthquake.
Er hat als Bürgerrechtler der Charta 08 ein Gesicht gegeben.	As a civil rights activist, he has given a face to Charter 08.
Und jetzt gibt er jenen Menschen ein Gesicht, die in den Kerkern und Gefängnissen Chinas verschwunden sind - Tausende von ihnen anonym.	He is now giving a face to those people who have disappeared into the gaols and prisons of China - thousands of them anonymous.
Hunderte von ihnen sind uns bekannt, und wir müssen diesen Menschen, die ihr Gesicht zeigen für die Menschenrechte, die aber vorübergehend verstummen mussten, hier im Haus eine Stimme geben.	A hundred of them are known to us and here in this House, we must give a voice to these people who stand up for human rights but who have been temporarily silenced.
Deshalb sage ich ganz klar, dass diese Menschenrechtsdebatten und der Dialog natürlich notwendig sind.	I therefore say quite clearly that of course, these human rights debates and the dialogue are necessary.
Ich verstehe jeden, der sagt, er hat keine Lust, gegen eine Gummiwand zu reden.	I understand those who say they have no desire to keep talking to a brick wall.
Aber wenn wir aufhören würden, gegen diese Gummiwand zu reden, dann hätten die Diktatoren das erreicht, was sie wollten.	If we stop talking to this brick wall, however, then the dictators will have got what they wanted.
Es gab einen großen Reformer, Zou Enlai.	There was a great reformer, Zhou Enlai.
Zou Enlai war kein Demokrat, aber er war ein chinesischer Patriot, und er hat sein Land geöffnet.	Zhou Enlai was no democrat, but he was a Chinese patriot and he opened up his country.
Was wir brauchen, ist ein demokratischer Zou Enlai, der seinem Land auch eine demokratische Öffnung verordnet.	What we need is a democratic Zhou Enlai to arrange for a democratic opening up of his country.
Denn wenn das Land keine demokratischen Reformen bekommt, wird es in Krisen schlittern, wie es sie in den 30er Jahren des letzten Jahrhunderts erlebt hat.	If the country fails to implement democratic reforms, it will end up in the same sort of crises as it suffered in the 1930s.
Es ist im chinesischen Interesse, den Menschenrechten zum Durchbruch zu verhelfen, und deshalb müssen wir diese Initiativen auch unterstützen.	It is in the Chinese interest to help bring about a breakthrough in human rights and we must therefore support these initiatives as well.
