Herr Präsident, liebe Kolleginnen und Kollegen! Meine Fraktion hat einen Änderungsantrag im Plenum eingereicht, in dem festgestellt wird, dass die Einrichtung der Behörde eine nicht vorhergesehene Ausgabe ist.	Mr President, ladies and gentlemen, my group has tabled an amendment in plenary, in which we note that the establishment of this authority is not an anticipated expense.
Außerdem stellen wir fest, dass die Finanzierung ohne eine Revision der Finanziellen Vorausschau oder eine Verringerung anderer Aufgaben in der Rubrik 3 nicht finanzierbar ist.	We also note that it cannot be funded without a revision of the Financial Perspective or a reduction of other appropriations under heading 3.
Der Änderungsantrag hat seinen Ursprung im Haushaltsausschuss.	The amendment has its origins in the Committee on Budgets.
Es ist wichtig für uns, ein Signal zu setzen - das, was wir tun, muss auch finanzierbar sein.	It is important for us to make the point that everything we do must be affordable.
Bedauerlicherweise hat der Umweltausschuss mehrere der Änderungsanträge des Haushaltsausschusses nicht berücksichtigt.	Sadly, the Environment Committee has chosen not to embrace several of the amendments tabled by the Committee on Budgets.
Zum einen den klassischen, immer wieder vom Haushaltsausschuss eingereichten Antrag betreffend die Aufnahme eines Erwägungsgrundes, in dem klargestellt wird, dass insbesondere Transparenz und Kontrolle sowie die Geltung des Haushaltsverfahrens beachtet werden müssen.	One of these was the time-honoured amendment that the Committee on Budgets keeps tabling for the inclusion of a recital emphasising the indispensability of transparency, scrutiny and compliance with budgetary procedure.
Hier liegt bei manchen Agenturen doch noch einiges im Argen.	Some agencies are still in a sorry state in this respect.
Weiterhin hat der Umweltausschuss beschlossen, dass die Behörde allein aus dem Gesamthaushalt finanziert werden soll.	The Environment Committee has also decided that the authority should be financed from the general budget alone.
Man will die Behörde unabhängig halten.	There is a desire to keep the authority independent.
Die Argumentation mag zwar edel sein, ist aber realitätsfremd.	This may be a noble aim, but it is unrealistic.
Denn wir haben Agenturen, wie die Arzneimittelagentur und die Normierungsagentur, die mit Beiträgen finanziert werden, und von ihnen kann man nicht sagen, dass sie unterwandert wären.	The fact is that we have agencies such as those on medicinal products and standardisation which are financed by means of contributions, and nobody would suggest that they have been infiltrated.
Im Haushaltsausschuss fanden wir jedoch den Vorschlag, nach drei Jahren einmal zu prüfen, ob Gebühren möglich und ratsam sind, sehr vernünftig.	The Committee on Budgets did, however, see a great deal of sense in the proposal that an examination be undertaken after three years to establish whether it would be possible and advisable to levy fees.
Es wurde damit ja nicht die Einführung von Gebühren beschlossen.	This means, of course, that a decision to introduce fees was not taken.
Hier ist auch verloren gegangen, dass die Beiträge zu den Pensionen der Mitarbeiter in den Einnahmenteil des Haushalts der Kommission eingesetzt werden.	The proposal that contributions to staff pensions be entered on the receipts side of the Commission budget has also fallen by the wayside.
Ebenfalls nicht übernommen wurde der Änderungsantrag, der eine finanzielle Beteiligung des Mitgliedstaates oder eine Beteiligung an den Grundstücken voraussetzt.	Another amendment that was not adopted is our proposed requirement that the Member State hosting the Food Authority should make a financial contribution or contribute some of the land for its headquarters.
Und die Behörde soll jedes Jahr einen Haushaltsplan vorlegen.	And the Authority is to present a draft budget each year.
