Herr Präsident!	.
Ich möchte mich am Anfang bei Kollege Cornillet bedanken, auf dessen Initiative es zurückgeht, dass wir heute dieses wichtige Thema diskutieren und morgen eine Entschließung darüber verabschieden.	Mr President, I should like to start by expressing my gratitude to Mr Cornillet, whose initiative we have to thank for the fact that we are discussing this important issue today and shall be adopting a resolution on it tomorrow.
Er hat an den Anfang seiner Rede die Definition der Weltgesundheitsorganisation gestellt, was unter Fälschung von Medikamenten zu verstehen ist.	At the start of his speech, he gave the World Health Organization’s definition of what is to be understood by counterfeiting of medicines.
Das halte ich für sehr wichtig, weil wir bei diesem Thema leicht in eine Schiene der Diskussion geraten, wo mancher glaubt, es gehe um das Ja oder Nein zu Generika.	I think that this is very important, as the discussion of this issue could easily become sidetracked, with many of us believing it was about saying ‘yes’ or ‘no’ to generic medicines.
Er hat durch die Definition und durch seine Positionierung klar gemacht, dass die Fälschung sowohl patentierte als auch generische Medikamente betreffen kann.	By giving this definition and through his stance, he made it clear that counterfeiting can affect both patented and generic medicines.
In entwickelten Ländern – auch das wurde bereits gesagt – werden vorwiegend so genannte Lifestyle-Drogen gefälscht, und alle von uns können ja darüber berichten, dass wir unter unseren E-Mails sicher schon Tausende von Spams gelöscht haben, wo Medikamente günstig bis günstigst angeboten werden.	As has also been said already, in developed countries it is predominantly so-called lifestyle drugs that are counterfeited, and no doubt we all have our own tales of deleting thousands of spam e-mails offering medicines at low to very low prices.
In den Entwicklungsländern werden Medikamente gefälscht, die Krankheiten wie Malaria, Tuberkulose oder HIV-Aids behandeln sollen.	In developing countries, medicines intended to treat diseases such as malaria, tuberculosis and HIV/Aids are being counterfeited.
Manchmal verursachen auch gefälschte Medikamente gegen einfache Erkrankungen wie Husten zig Tote, weil sie mit giftigen chemischen Stoffen versetzt wurden, die normalerweise in Produkten wie Frostschutzmitteln verwendet werden.	Sometimes counterfeit medicines for simple illnesses such as coughs can even cause umpteen deaths, as they have had toxic chemicals added that are normally used in products such as antifreeze.
Laut Weltgesundheitsorganisation starben im Jahr 1999 in Kambodscha 30 Personen, nachdem sie gefälschte Anti-Malaria-Medikamente eingenommen hatten.	According to the World Health Organization, 30 people died in Cambodia in 1999 after taking counterfeit malaria medicines.
Es gibt eine Liste von solchen tragischen Fällen, wobei man dazu sagen muss, dass es eine große Dunkelziffer gibt, weil man ja keine Statistik über das Problem dieser kriminellen Machenschaften führen kann.	There is a whole list of tragic cases such as these and, in addition, there are probably many cases going unreported, as it is not possible to compile statistics on the problem of these criminal activities.
Alle Regionen der Welt sind von diesem Problem betroffen, aber die Entwicklungsländer tragen natürlich den Hauptschaden davon.	This problem affects all regions of the world, but developing countries of course bear the brunt of the damage.
Einmal mehr sind Armut und der fehlende Zugang zu Gesundheitsdienstleistungen die Gründe.	Once again, the reasons are poverty and lack of access to health services.
Wenn sich Menschen Medikamente, die sie brauchen, nicht leisten können, dann versuchen sie, sich diese informell und billiger zu verschaffen.	When people cannot afford the medicines they need, they will try to obtain them unofficially at lower prices.
Deshalb ist ohne funktionierende Gesundheitsdienstleistungen und ohne erschwingliche Medikamente keine wirkliche Bekämpfung dieses Phänomens vorstellbar.	For this reason, it is impossible to combat this phenomenon properly without effective health services or affordable medicines.
Die Maßnahmen zum Ausbau der Rechte des geistigen Eigentums sind gut und können einen Teil der Strategie ausmachen, packen das Problem aber nicht bei den Wurzeln.	The measures to enhance intellectual property rights are good and are suitable as part of the strategy, but do not tackle the problem at its roots.
Es ist wichtig – und ich bedanke mich auch bei Kommissar Verheugen, dass er dies so entschlossen und konkret angesprochen hat –, dass wir die betroffenen Länder beim Aufbau ihrer Fähigkeiten unterstützen, sichere Medikamente im eigenen Land herzustellen und sichere Medikamente ins eigene Land zu importieren.	It is important – and I should also like to thank Commissioner Verheugen for stating this so resolutely and specifically – that we assist the countries concerned in building their capacities for producing safe medicines in, and importing safe medicines into, their own countries.
