Herr Präsident! Ein sehr wichtiger Teil der Gemeinsamen Fischereipolitik ist die Mitteilung der Kommission zur Aquakultur vom September 2002.	Mr President, a very important aspect of the common fisheries policy is the communication from the Commission on a strategy for the sustainable development of European aquaculture of September 2002.
Ich begrüße deshalb die Initiative des Fischereiausschusses, anhand eines Initiativberichts die Aquakultur in der Europäischen Union gründlich zu beleuchten.	I therefore greatly welcome the initiative of the Committee on Fisheries to subject aquaculture in the European Union to a thorough investigation in an own-initiative report.
Die zunehmende Bedeutung dieses Produktionszweiges der Fischerei resultiert nicht nur aus ihrem stetigen Wachstum in den letzten Jahren, sondern sie kann auch als eine echte Alternative zu den weltweit schwindenden natürlichen Ressourcen von Meerestieren gesehen werden, die für den menschlichen Verzehr genutzt werden.	The increasing importance of this sector of the fisheries industry is not only due to its steady growth in recent years; it can also be regarded as a genuine alternative to the dwindling stocks worldwide of marine fauna used for human consumption.
Zum anderen gibt es positive Auswirkungen auf den Arbeitsmarkt und - das ist ganz bestimmt zu betonen - nicht nur für die Küstenregion.	It also has positive effects on the labour market, and - a point which should be emphasised - not only in coastal regions.
Eine Vielzahl von Arbeitsplätzen ist direkt oder indirekt an die Aquakultur gebunden, einmal in der Primärproduktion, aber auch in vielen anderen Bereichen.	A large number of jobs depend directly or indirectly on aquaculture, both in primary production but also in many other sectors.
Für mich hat die Forschung auf diesem Gebiet eine besondere Bedeutung.	I believe that research in this area is particularly important.
Hier sollten die finanziellen Mittel auf jeden Fall erhöht werden, um noch bessere Empfehlungen geben zu können.	The financial resources should undoubtedly be boosted here so that even better recommendations can be made.
Es gibt noch jede Menge ungelöster Probleme im Bereich der Aquakultur.	There are still many unresolved problems in aquaculture.
Ich nenne nur einige, z. B. Einsatz von Arzneimitteln, Minimierung von Umweltauswirkungen, Sicherheit des Produkts als Lebensmittel, verbesserte Produktionsanlagen, die auch höheren Tierschutzanforderungen genügen, und nicht zuletzt der Schutz der wildlebenden Arten vor genmanipulierten Fischarten.	Let me cite a few: the use of pharmaceuticals, minimising environmental impacts, food safety for consumers, improving production units in line with more stringent animal welfare standards, and, not least, protecting wild species from genetically manipulated fish species.
Abschließend möchte ich dem Berichterstatter, Herrn Martin, ganz herzlich dafür danken, dass er dieses Problemfeld so gründlich untersucht hat.	Finally, I would like to thank the rapporteur, Mr Martin, very warmly for his very thorough investigation of this issue.
Wir werden auch in Zukunft noch weiter über diese Aquakultur zu sprechen haben.	We will undoubtedly have reason to continue our debate on aquaculture in future.
