Herr Präsident!	.
Wir haben hier ein Riesenpaket vorliegen, und von diesem Paket sind in den letzten Monaten nur mehr einige wenige, wenn auch sehr wichtige Punkte übrig geblieben.	Mr President, this is an enormous package that we have before us, and, in the course of the last few months, only a few points have been left over for us to consider, although they are very important ones.
Der Rat hat sechs Jahre lang an diesem Kompromiss gefeilt und dabei offensichtlich die Probleme des fliegenden Personals weitgehend außer Acht gelassen.	The Council spent six years haggling over this compromise and, in doing so, evidently ignored the problems of the flying crew.
Die Flugzeiten von Piloten und die Arbeitssituation der waren dann auch die offenen und kontroversen Punkte in unserer Diskussion im Ausschuss.	The consequence of that was that pilots’ flying times and the working conditions of cabin crew were open and controversial issues for our discussions in the committee.
Ich möchte mich bei unserem Berichterstatter bedanken, der wirklich sehr viel Arbeit geleistet hat, um eine gute sachliche Basis aufzubereiten.	I really do want to thank our rapporteur for the really very considerable amount of work he did to put this report on a good and sound footing.
Es gab allerdings im Vorschlag kein Eingehen auf die Probleme der Schichtarbeit und auf die so genannte , also die physiologischen und psychologischen Folgen von unregelmäßigen Arbeitszeiten, die natürlich Auswirkungen auf die Sicherheit haben.	It has to be said, though, that there was no discussion in the proposal of the problems posed by shift work and the fatigue – that is, the physical and mental effects of irregular working hours – which does, of course, have effects on safety.
Die gefundene Lösung, wonach jetzt innerhalb von zwei Jahren ein Vorschlag vorgelegt werden muss, ist ein Kompromiss. Es wäre besser gewesen, wenn man sich gleich darauf geeinigt hätte, aber wir sollten froh sein, dass wir diesen Kompromiss, auch mit dem Rat, erreicht haben.	The solution we have come up with, according to which a proposal has to be submitted within two years from now, is a compromise, and it would have been better if it could have been agreed on at once, but we should be glad to have achieved it at all, and glad that the Council has signed up to it.
Die Kommission ist nun aufgefordert, eine positive Leistung zu erbringen, diese zweifellos unverzichtbaren Faktoren zu berücksichtigen und einen neuen Vorschlag vorzulegen.	It is now up to the Commission to do something positive by taking these factors – which are without doubt indispensable – into account and producing a new proposal.
In diesem Zusammenhang bin ich mit der Ausnahme für die Frachtflieger nicht sehr glücklich, aber im Sinne eines Kompromisses werde ich dem zustimmen, denn ich hoffe, dass die Kommission bei der Analyse der Arbeitszeiten verantwortungsvoll vorgehen wird.	While I am on the subject, let me say that I am not exactly happy with the exception made for personnel on freight flights, but I will agree to it for the sake of compromise, hoping as I do that the Commission will take a responsible approach to the analysis of working times.
Ein schwieriger Punkt war natürlich das Verschlechterungsverbot. Hier war der Rat nicht gesprächsbereit.	One difficult point, of course, was the prohibition on regression, about which the Council was not willing to talk, and on which the Member States were unable to give way.
Die Mitgliedstaaten waren nicht fähig nachzugeben. Jetzt liegt es an ihnen — und sie werden die Verantwortung dafür haben —, ob die Arbeitsbedingungen sich dort, wo sie besser sind als in unserem Vorschlag, verbessern oder verschlechtern, ob sie gleich bleiben und ob endlich dort nachgezogen werden kann, wo schlechte Arbeitsbedingungen herrschen.	It is now up to them – and they will bear responsibility for this – as to whether working conditions, where they are better than what was proposed, improve, get worse, or remain unchanged, and whether, where bad working conditions still prevail, they can at last catch up.
