Herr Präsident!	.
Ich spreche im Namen meines Kollegen Joe Borg, der aufgrund der Behinderungen durch die starken Schneefälle leider nicht nach Straßburg fliegen konnte.	Mr President, I am speaking on behalf of my fellow-Commissioner Mr Borg, who has unfortunately been unable to fly to Strasbourg due to the heavy snow.
Was jetzt das Thema betrifft, möchte ich den Mitgliedern des Parlaments dafür danken, dass sie das Dringlichkeitsverfahren akzeptiert haben, und den Mitgliedern des Fischereiausschusses für ihre Unterstützung und ihren effizienten Umgang mit dieses Sache.	Concerning the subject, I wish to thank Members of Parliament for accepting the urgency procedure, and the members of the Committee on Fisheries for their support and their efficiency in handling that matter.
Die Tsunami-Katastrophe hat die Küstengebiete zahlreicher asiatischer Länder verwüstet. Am stärksten betroffen war neben dem Tourismus der Fischerei- und Aquakultursektor.	The tsunami disaster devastated the coastal areas of numerous Asian countries and, besides tourism, the fisheries and aquaculture sector of these countries was the most affected.
Parlament und Rat haben die Initiativen der Kommission, insbesondere die auf den Wiederaufbau dieses Sektors in den betroffenen Gebieten gerichteten Maßnahmen, bereits begrüßt und unterstützt.	Parliament and the Council have already welcomed and encouraged the initiatives taken by the Commission, in particular the measures aimed at rebuilding the sector in the areas concerned.
Dieser Vorschlag ist nur ein spezieller Teil eines Gesamtpakets der Rehabilitations- und Wiederaufbaumaßnahmen.	This proposal is only a specific part of a whole package of rehabilitation and restructuring measures.
Mit ihm soll der gesetzliche Rahmen geschaffen werden, damit Gemeinschaftsfahrzeuge, die öffentliche Hilfe für ihre dauerhafte Stilllegung erhalten, in vom Tsunami betroffene Länder überführt werden können, anstatt sie zu verschrotten oder für unrentable Zwecke außerhalb der Fischerei umzuwidmen.	It aims to create the legal framework to allow Community vessels receiving public aid for permanent cessation to be transferred to countries affected by the tsunami, rather than being scrapped or reassigned for non-profitable purposes other than fishing.
Bezweckt wird die Schaffung von Fischereikapazität, um eine schnelle Rückkehr zu den Aktivitäten zu ermöglichen, von denen das Leben zahlloser Küstengemeinden vollkommen abhängig ist.	The intention is to make fishing capacity available in order to allow for a quick return to the activities on which the livelihood of countless coastal communities is completely dependent.
Besonderes Augenmerk haben wir darauf gelegt sicherzustellen, dass die örtlichen Bedürfnisse sorgfältig geprüft werden.	We have taken particular care to ensure that the local needs are carefully assessed.
In dieser Hinsicht ist die Rolle der FAO, der UNO-Organisation für Ernährung und Landwirtschaft, bei den Bemühungen um den Wiederaufbau in dem Gebiet von entscheidender Bedeutung.	In this respect, the role of FAO, the UN Food and Agriculture Organisation, is decisive for the implementation of the rebuilding efforts in the area.
Dieses Problem steht auf der Tagesordnung der kommenden FAO-Tagung von Fischereiministern am 12. März in Rom.	This is on the agenda for the next FAO meeting of fisheries ministers in Rome on 12 March.
Bei unserem Vorschlag ließen wir uns von zwei Hauptprinzipien leiten: erstens, von der ausdrücklichen Verantwortung dafür, die Übereinstimmung mit den allgemeinen Zielen der Gemeinsamen Fischereipolitik zu sichern und die Nachhaltigkeit der Fangtätigkeit auf lange Sicht zu fördern.	Two main guiding principles have determined our approach in this proposal. Firstly, a strong commitment to ensure consistency with the general objectives of the common fisheries policy and promote sustainability of the fishing activities in the long term.
Zur Erreichung dieser Ziele haben wir technische Hilfe vorgeschlagen, um eine Bewertung der unmittelbaren Auswirkung vorzunehmen und die Bedürfnisse der betroffenen Gebiete hinsichtlich der Rehabilitation und des Wiederaufbaus zu ermitteln.	To achieve those objectives, we have proposed technical assistance to make an immediate impact assessment and design of the rehabilitation and reconstruction requirements for the areas concerned.
In diesem Zusammenhang wird ein Überwachungssystem eingerichtet, um eventuelle nachteilige Auswirkungen auf die örtliche Wirtschaft zu vermeiden und um sicherzustellen, dass die überführten Schiffe den von der FAO ermittelten Bedürfnissen entsprechen.	In this respect, a monitoring system will be set up in order to avoid possible adverse effects on the local economy and to ensure that the vessels transferred meet the needs identified by FAO.
Darüber hinaus haben wir auch Wert darauf gelegt, dass die Überführung im Einklang mit den Wünschen des Drittlandes und mit den örtlichen Fischereitraditionen steht.	In addition, we have also emphasised that the transfers must be in accordance with the third country’s requests and that they respect the local fishing traditions.
Zweitens muss die Europäische Gemeinschaft einen Mechanismus anbieten, der ein rasches Handeln ermöglicht. Zugleich muss ein wirksames Überwachungs- und Kontrollsystem ohne unnötige administrative Belastungen geschaffen werden.	Secondly, the European Community must offer a mechanism making it possible to act swiftly, while establishing an effective monitoring and control system without imposing unnecessary administrative burdens.
Der vorliegende Vorschlag berücksichtigt diese Vorgaben.	The present proposal respects these constraints.
So macht er keine Neuplanung in den Mitgliedstaaten im Rahmen der gegenwärtigen Strukturverordnung für den Fischereisektor erforderlich.	Indeed, the proposal will not require reprogramming in the Member States under the current structural regulation for the fisheries sector.
Er hat weiterhin den Vorteil, dass er keine finanziellen Folgen für den Gemeinschaftshaushalt hat.	It has the further advantage that there are no financial consequences for the Community budget.
Ich möchte die politische Bedeutung dieses Vorschlags hervorheben.	I would underline the political importance of this proposal.
Angesichts der immensen Zerstörung tausender Fischereifahrzeuge hat er für sich genommen nur eine begrenzte Wirkung.	Faced with an immense destruction of thousands of vessels, this proposal alone will certainly have only a limited impact.
Mit der erwarteten kurzfristigen Zurverfügungstellung geeigneter Fischereifahrzeuge werden wir – unter Berücksichtigung der Grundsätze der Anpassbarkeit und der Nachhaltigkeit – nur einen Bruchteil des Bedarfs befriedigen können.	The expected availability of suitable vessels, taking into account the principles of adaptability and sustainability, will allow us to meet only a fraction of the needs with this short-term measure.
Dieser speziellen und gezielten Aktion müssen zweifellos weitere Aktionen auf humanitärem Gebiet folgen, um den gewaltigen Bedürfnissen auch des Fischereisektors in den betroffenen Ländern nachzukommen.	Doubtless, this specific and focussed action will be followed by other actions in the humanitarian field to address the immense needs also of the fishing sector in the affected countries.
Ich kann Ihnen miteilen, dass der Rat diesen Vorschlag bereits auf technischer Ebene beraten hat und dass die Reaktionen der Mitgliedstaaten insgesamt sehr ermutigend sind.	I can tell you that the Council has already discussed this proposal at a technical level and Member States' reactions are overall very encouraging.
Ich begrüße auch die Änderungsanträge des Parlaments, dem dieses Problem ganz offenkundig sehr am Herzen liegt.	I also welcome the amendments that were tabled by Parliament, which clearly has this issue very much at heart.
Eine Reihe dieser Anträge kann die Kommission akzeptieren.	The Commission can accept a number of them.
Was die anderen Änderungsanträge betrifft, so sind sie insofern bemerkenswert, als sie weit über die Möglichkeiten dieser Verordnung hinausgehen und somit zum großen Bedauern nicht als Bestandteil der Verordnung übernommen werden können.	Regarding the other amendments, I note that in many instances they are noteworthy in the sense that they go far beyond what this regulation may provide for and so, very regretfully, they cannot be taken on board as part of this regulation.
Ihrem Geist liegt jedoch unleugbar der eindeutige Wille zugrunde, das vom Tsunami verursachte Leid zu lindern.	Their spirit, however, is undeniably driven by a clear commitment to alleviate the suffering brought on by the tsunami.
Ich hoffe, das Europäische Parlament gibt eine positive Stellungnahme zu diesem Vorschlag ab, damit ich die Verordnung am kommenden Montag, dem 28. Februar, im Rat voranbringen kann.	I hope that the European Parliament will give a positive opinion on this proposal to enable me to move this regulation forward in the Council next Monday, on 28 February.
Das wird es den Mitgliedstaaten ermöglichen, die notwendigen Änderungen an ihren internen Verordnungen vorzunehmen, sodass wir, sobald die FAO den Bedarf festgestellt hat, in der Lage sind, rasch und wirksam zu handeln.	This will allow the Member States to make the necessary changes in their internal regulations so that, if the needs are indeed established by FAO, we will be able to act quickly and effectively.
Kommen wir nun zu den Änderungsanträgen.	Let me turn to the amendments.
Die Kommission kann Änderungsantrag 1 akzeptieren.	The Commission can accept Amendment No 1.
Zu Änderungsantrag 2: Die Kommission befindet sich im Einklang mit dem Geist dieses Antrags, allerdings ist dies nicht ganz der richtige Platz, und es ist ungünstig, hier Bezug auf Bildung und Ausbildung zu nehmen, da dieser Aspekt im Zusammenhang mit Drittländern aus dem Geltungsbereich herausfällt.	On Amendment No 2: the Commission is in agreement with the spirit of this amendment, but it is somewhat misplaced and inappropriate to have such a reference to education and training since this aspect is not within the scope with respect to third countries.
Ich bin jedoch bereit, später, vor der Verabschiedung durch das Parlament eine Erklärung abzugeben, in der die Kommission feststellen wird, dass eine entsprechende Ausbildung sowie Bildungsmaßnahmen für die Fischer in den vom Tsunami betroffenen Ländern gefördert werden sollten, und in der die Kommission ihre Absicht erklärt, auf Ersuchen der Drittländer von dem zur langfristigen Wiederherstellung des Fischereisektors in den betroffenen Ländern eingesetzten Sachverständigengremium eine Bewertung der Bedürfnisse vornehmen zu lassen.	However, I will be willing to make a declaration before adoption by Parliament later on, wherein the Commission will declare that appropriate training and educational measures towards fishermen in the countries hit by the tsunami should be encouraged and wherein the Commission will state its intention to provide an assessment of the needs, at the request of the third countries, through the expert facility which has been made available for the long-term rehabilitation of the fisheries sector in the affected countries.
Bei den Änderungsanträgen 3, 18 und 19 stimmen wir ebenfalls mit ihrem Anliegen überein, aber die vorgeschlagenen Aktionen finden durch den in der Verordnung vorgesehenen Überwachungsmechanismus Berücksichtigung.	On Amendments Nos 3, 18 and 19: again we agree with the spirit of these proposals, but the actions being proposed are provided for by the monitoring mechanism contemplated by the regulation.
Würden indes solche detaillierten, spezifischen Änderungen in den eigentlichen Text der Verordnung aufgenommen, könnte diese umständlich und zu schwer durchsetzbar werden.	Providing for such detailed and specific amendments within the text of the regulation itself could, however, have the affect of making the regulation cumbersome and too difficult to implement.
Wir sind daher der Ansicht, dass für diese speziellen Änderungen keine Notwendigkeit besteht.	We are, therefore, of the view that there is no need for these specific amendments.
Die Änderungsanträge 4 und 5 können wir annehmen.	We can accept Amendments Nos 4 and 5.
Zu Änderungsantrag 6: Wir haben kein Problem mit dem Inhalt und sind bereit, uns diese Änderung mit dem Präsidium und dem Rat anzusehen. Wir hoffen, dass es uns gelingt, die rechtlichen und technischen Schwierigkeiten zu überwinden, die sich bei der Aufnahme von Änderungen an einem Titel in einer späten Phase ergeben könnten.	On Amendment No 6: we have no problem with the substance and we are willing to look at this change with the Presidency and the Council and expect to be able to overcome legal and technical difficulties that may arise with introducing changes to a title at a late stage.
Zu Änderungsantrag 7: Auch hier stimmen wir mit dem Geist überein, doch fällt es uns schwer, die Änderung zu akzeptieren, weil sie den Rahmen dieser Verordnung sprengt.	On Amendment No 7: there again we agree with the spirit, but we have difficulty in accepting the amendment because it goes beyond the scope of this regulation.
Zu den Änderungsanträgen 8, 9, 11 und 21: Wieder stimmen wir mit dem Geist überein, sind jedoch der Auffassung, dass dies nicht der Platz für solche umfassenderen Fragen im Zusammenhang mit den Programmen der humanitären Hilfe ist.	On Amendments Nos 8, 9, 11 and 21: again, we agree with the spirit, but we feel that this is not the place to address such wider issues relating to the humanitarian assistance programmes.
