Herr Präsident!	.
Auch ich bin glücklich, dass wir heute diese Debatte führen. Das soll ein deutlicher Schuss vor den Bug des Präsidenten und der Konferenz der Präsidenten sein, denn wir hätten sonst einen sehr gefährlichen Präzedenzfall geschaffen.	Mr President, I too am glad that we are having this debate today; let it be an unmistakeable shot across the bows of the President and of the Conference of Presidents, for without it, a dangerous precedent would have been set.
Noch am Donnerstag war die Konferenz der Präsidenten der Meinung, dass Westsahara eines der drei dringendsten Menschenrechtsprobleme ist, die wir zu behandeln haben. Dieselbe Ansicht herrschte auch am Montag noch ohne jeden Widerspruch vor.	On Thursday, the Conference of Presidents was giving it as its opinion that the Western Sahara was one of the three most pressing human rights problems with which we had to deal, and there was no dissent from this view even on Monday.
Dann lief hier ein Botschafter herum, und wenig später fand man heraus, dass eine Delegation unterwegs ist.	Then an ambassador did the rounds of this place, and, shortly afterwards, it turned out that a delegation was on its way.
Das hätte einen Präzedenzfall geschaffen.	That would have created a precedent.
Dann hätte demnächst wegen eines Abendessens mit Herrn Putin und beim nächsten Mal wegen eines Mittagessens mit dem chinesischen Generalkonsul oder aus sonst irgendeinem Grund immer wieder willkürlich eine Menschenrechtsfrage von der Tagesordnung abgesetzt werden können.	The next thing might then have been that a human rights issue could have been arbitrarily wiped off the order of business because of a dinner with Mr Putin, and the time after that it would have been because of lunch with the Chinese Consul-General or some such reason, and it would have kept on like that.
Das kann keine Fraktion hier im Haus akzeptieren.	That is something that no group here in this House can tolerate.
Zum Thema selbst: Ich bin durchaus ein Freund Marokkos, und ich glaube in der Tat, dass in diesem Konflikt die Verantwortung auf verschiedenen Seiten liegt.	Let me move on to the matter in hand. I am very much a friend of Morocco, and I do indeed believe that both sides share responsibility for this conflict.
Marokko war ebenso wie Westsahara ein Opfer des Kolonialismus, und die Grenzen in der Wüste sind seinerzeit von Kolonialmächten einfach mit dem Lineal gezogen worden. Deshalb ist es eine komplizierte Frage, die nur durch Verhandlungen und einvernehmlich gelöst werden kann.	Both Morocco and the Western Sahara were victims of colonialism, the colonial powers having simply drawn their borders in the desert with a ruler, and that is why the issue is a problematic one, one that can be resolved only through negotiation and mutual agreement.
Es ist im Interesse beider Seiten, dass unsere Delegation dort unbehindert arbeiten kann, was ein Minimum, eine Selbstverständlichkeit ist.	It is in the interests of both sides that our delegation should be able to do its work there without let or hindrance; that is indeed a minimum and something that should go without saying.
Es ist ungeheuer, wenn damit gedroht wird, dass dies vielleicht nicht der Fall sein könnte.	It is monstrous that the threat should be made that it might not be allowed to do so.
Wir respektieren beide Seiten, und wir wollen unseren Beitrag zum Frieden leisten. Aber eines muss ganz klar sein: Friede ist nur auf der Basis von Recht möglich, und Recht heißt hier Völkerrecht, und vor allem Menschenrechte.	While we respect both sides, and want to do our bit in establishing peace, it must be clear beyond doubt that peace is possible only on the basis of law, which, in this case, means international law, with particular reference to human rights.
Ohne unbedingten Respekt vor den Menschenrechten und ohne Freilassung aller politischen Gefangenen sind auch keine Friedensverhandlungen möglich.	There can be no peace negotiations without unconditional adherence to human rights or without all political prisoners being released.
Deshalb stehen wir als Partner für Vermittlungsdienste und für gute Dienste zur Verfügung.	That is why we stand ready as a partner and as an intermediary; that is why our good offices are at the parties’ disposal.
Wir nehmen keine einseitige Position ein, schon gar nicht als Europäische Volkspartei. Aber wir sind ganz klar der Meinung, dass Menschenrechte Menschenrechte sind und politische Gefangene politische Gefangene und dass Letztere ohne Wenn und Aber freizulassen sind, wenn man in dieser heiklen Frage wirklich eine Lösung anstrebt.	We will not take one side or another – the European People’s Party will certainly do no such thing – but we are not mincing words when we express our view that human rights are human rights, that political detainees are political detainees, and that, if there is any real desire for a solution to this knotty problem, these latter must be set at liberty with neither ifs nor buts.
