Verfasserin. - Herr Präsident! Die Bilder brutaler Gewaltanwendung auf offener Straße im sogenannten Drogenkampf in Mexiko erreichen uns regelmäßig über die Massenmedien.	Mr President, the images of the brutal use of violence on the open street in the so-called war on drugs in Mexico reach us regularly via the mass media.
Die hundertfachen Frauenmorde, zumeist an Arbeiterinnen im Norden des Landes, machen Schlagzeilen und haben den Begriff Feminizide geschaffen.	The murder of hundreds of women, mostly workers in the north of the country, is making headlines and has spawned the term 'feminicide'.
Das Europäische Parlament hat einen eigenen Bericht dazu vorgelegt.	The European Parliament has produced its own report on this.
Trotz des Wissens über den gravierenden Anstieg schwerer Menschenrechtsverletzungen ist die mexikanische Regierung anscheinend aber nicht in der Lage oder nicht willens, entschieden dagegen vorzugehen.	Despite knowledge of the major increase in serious violations of human rights, the Mexican Government appears to be unable or unwilling to do anything about it.
Der Verweis auf die notwendige Härte im Kampf gegen Drogendealer ist kein Ersatz für konsequentes Regierungshandeln.	Pointing out the necessary relentlessness in the fight against drug dealers is no substitute for consistent government action.
Die starke Ausweitung militärischer Präsenz und Macht, die Zuständigkeit von Militärgerichten für Verbrechen, die von Soldaten begangen wurden, die fast vollständige Straflosigkeit - das sind die eigentlichen Ursachen für die eskalierende Gewalt im Land.	The major expansion of military presence and power, the competence of military courts for crimes committed by soldiers, the almost complete impunity - these are the real causes of the escalating violence in the country.
Selbst die nationale Menschenrechtskommission Mexikos dokumentiert wiederholt den Anstieg von Gewaltverbrechen durch das Militär.	Even the Mexican national human rights commission has repeatedly documented the increase in violent crime by the military.
Die Regierung selbst will das nicht wahrhaben.	The government itself does not want to admit the situation.
Immer wieder vertuscht sie auch Verbrechen.	It also continually hushes up crime.
So ging gestern durch die Medien, dass das Verteidigungsministerium sehr viel Geld an Angehörige von Gewaltopfern verteilt haben soll, um ihr Schweigen zu erkaufen.	Yesterday, for example, there was a story going around in the media that the Ministry of Defence had paid out an awful lot of money to the families of victims of violence in order to buy their silence.
Die Täter: Soldaten.	Who were the perpetrators?
Die EU muss den Kampf gegen Straflosigkeit in allen ihren Beziehungen zu Mexiko ansprechen.	They were soldiers. The EU must address the fight against impunity in all its relations with Mexico.
Gemessen an der Schwere der Menschenrechtsverletzungen ist es absolut geboten, dass die EU das Globalabkommen mit Mexiko nicht fortschreibt.	Given the severity of the human rights violations, it is absolutely necessary for the EU not to update the Global Agreement with Mexico.
So lange nicht, bis es eine substanzielle Verbesserung bei der Menschenrechtslage im Lande gibt.	It must not do so until there has been a substantial improvement in the human rights situation in that country.
