Herr Präsident, Frau Kommissarin! Fünf unterirdische Atomtests der Inder in Rajasthan wurden mit sechs Atomtests der Pakistani in Belutschistan beantwortet.	Mr President, Madam Commissioner, five underground nuclear tests by the Indians in Rajastan were answered by six nuclear tests by the Pakistanis in Baluchistan.
Die Reaktion im Westen: Empörung und Entsetzen.	The reaction in the West: anger and dismay.
In Asien überschäumende Begeisterung.	In Asia overwhelming enthusiasm.
Wer das befürchtete Wettrüsten gewinnt, ist unklar.	Who the winners will be in this dreaded arms race is unclear.
Wer verliert, sind Millionen Menschen.	The current losers are millions of people.
Sie hungern nicht nach Macht und Nationalprestige, sondern nach Chancen, herauszukommen aus Armut und nach vorenthaltener Bildung und Ausbildung.	They do not hunger for power and national prestige, but for opportunities to escape from poverty and to enjoy the training and education that has been denied them.
Die Atomtests der Inder sind die Antwort auf China, das seit Jahren hochrüstet.	India's nuclear tests are the response to China which has been developing its nuclear arsenal for years.
Wo bleibt da der westliche Protest?	Where is the Western protest here?
Selbst in Tibet werden Atomwaffen gelagert, und China beliefert Pakistan mit Waffen-Know-how und Raketen.	Even in Tibet atomic weapons are being stockpiled, and China is supplying Pakistan with weapons know-how and rocketry.
Werden das islamische Pakistan und die größte Demokratie der Welt, Indien, bereit sein zu internationalen Atomabkommen, wenn sie von den Industrienationen als Verhandlungspartner anerkannt werden?	Will Islamic Pakistan and the largest democracy in the world, India, be prepared to sign an international nuclear agreement if they are recognized by the industrial countries as negotiating partners?
Wenn auf Überwachungsgremien der Raketenstaaten Verlaß ist, und wenn nukleare Sicherheit endlich garantiert werden kann, dann wird es leichter, den Vertrag über die Nichtverbreitung von Atomwaffen ebenso zu unterzeichnen wie den Atomteststopp-Vertrag, der aber auch vom US-Kongreß endlich ratifiziert werden muß.	When we can rely on the monitoring committees of the nuclear states and when nuclear safety can be finally guaranteed, then it will be easier to sign both the Nuclear Non-Proliferation Treaty and the Test Ban Treaty, which needs to be finally ratified by the US Congress.
